ID_Customer,product_group,recommended_product,model_probability,source_target_col,model_rank_per_customer,value_segment,segment_product_mean_order_value,segment_product_median_order_value,segment_product_value_events,product_mean_order_value,product_median_order_value,product_value_events,customer_mean_event_value,customer_value_events,customer_value_multiplier,value_shrinkage_weight,expected_order_value_before_customer_adjustment,expected_order_value,expected_revenue,expected_revenue_proxy,expected_revenue_is_forecast,probability_semantics,order_value_estimation_method
C00471,grp1,Core Products,0.6172723972627242,purchase_flag_grp1_Core Products,1,Public Sector,626.7869730195179,462.83,871,595.7803201228382,357.47,12374,408.512,5,0.5,0.9667036625971143,625.7545650429358,312.8772825214679,193.13051023107315,193.13051023107315,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00471,grp3,Core Advanced Type 1,0.5939186653528689,purchase_flag_grp3_Core Advanced Type 1,2,Public Sector,624.2755115879828,478.38,233,576.0783271419228,332.28999999999996,3058,408.512,5,0.5,0.8859315589353612,618.7777338945159,309.38886694725795,183.75182293235176,183.75182293235176,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00471,grp3,Core Basic Type 1,0.5627738324451232,purchase_flag_grp3_Core Basic Type 1,3,Public Sector,456.75793519553076,365.91,179,459.3349140403039,278.01,3027,408.512,5,0.5,0.8564593301435407,457.1278364651154,228.5639182325577,128.6297922224103,128.6297922224103,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00472,grp3,Monitoring Type 1,0.8115574388229748,purchase_flag_grp3_Monitoring Type 1,1,Enterprise,5214.658726701571,4018.5150000000003,382,3029.3067279341703,2136.57,2309,2661.9455,20,0.5,0.9271844660194175,5055.5311539757895,2527.7655769878947,2051.426957605175,2051.426957605175,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00472,grp3,Training Type 2,0.6311316119856639,purchase_flag_grp3_Training Type 2,2,Enterprise,5927.294921348314,4746.88,445,3552.4214311361197,2150.4700000000003,1866,2661.9455,20,0.5,0.9368421052631579,5777.302911440176,2888.651455720088,1823.1192497133538,1823.1192497133538,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00472,grp3,Core Advanced Type 1,0.6067495765351025,purchase_flag_grp3_Core Advanced Type 1,3,Enterprise,1389.6006037037037,1058.415,216,576.0783271419228,332.28999999999996,3058,2661.9455,20,0.5,0.8780487804878049,1290.3905699766572,645.1952849883286,391.47196594911316,391.47196594911316,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00473,grp3,Personal Safety Type 2,0.5810439422582245,purchase_flag_grp3_Personal Safety Type 2,1,Mid-Market,675.690606060606,552.645,198,442.67617743979724,280.04,789,914.6025,4,0.5,0.868421052631579,645.0308128210258,322.5154064105129,187.39562317977789,187.39562317977789,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00473,grp3,Installation Type 2,0.5699270541408301,purchase_flag_grp3_Installation Type 2,2,Mid-Market,3952.2467814126394,2813.43,269,3634.114349307774,2592.83,939,914.6025,4,0.5,0.8996655518394648,3920.3271393954287,1960.1635696977144,1117.150248911992,1117.150248911992,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00473,grp3,Premium Custom Type 1,0.5659916060102914,purchase_flag_grp3_Premium Custom Type 1,3,Mid-Market,2027.3566805194805,1701.8600000000001,154,2063.947720197044,1604.41,609,914.6025,4,0.5,0.8369565217391305,2033.322610901692,1016.661305450846,575.4217650406438,575.4217650406438,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00474,grp3,Core Replacement Type 2,0.8140931954348636,purchase_flag_grp3_Core Replacement Type 2,1,Distributor,742.205,733.8050000000001,56,562.784595959596,379.5,396,1664.3757142857141,7,0.6120759345322287,0.6511627906976745,679.6164869626498,415.97689638117413,338.6439608020272,338.6439608020272,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00474,grp3,Personal Safety Type 2,0.719331479242799,purchase_flag_grp3_Personal Safety Type 2,2,Distributor,657.1013877551021,556.99,49,442.67617743979724,280.04,789,1664.3757142857141,7,0.6120759345322287,0.620253164556962,575.6740926986572,352.3562582745235,253.46094848507073,253.46094848507073,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00474,grp3,Calibration Kits Type 2,0.6919093131217355,purchase_flag_grp3_Calibration Kits Type 2,3,Distributor,1213.8827829508198,983.91,305,855.3437032407409,579.01,1728,1664.3757142857141,7,0.6120759345322287,0.9104477611940298,1181.77480566335,723.3359185830379,500.4828585830694,500.4828585830694,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00475,grp3,Controllers Type 2,0.4953458593012565,purchase_flag_grp3_Controllers Type 2,1,Enterprise,5970.267606962026,4505.764999999999,632,3354.7798359410804,2142.85,3055,6287.033333333333,9,1.0232257165487677,0.9546827794561934,5851.74097081304,5987.651847917954,2965.9585498036754,2965.9585498036754,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00475,grp3,Premium Standard Type 1,0.48742887337483015,purchase_flag_grp3_Premium Standard Type 1,2,Enterprise,1634.576,1423.5,75,976.8609597069598,603.8050000000001,546,6287.033333333333,9,1.0232257165487677,0.7142857142857143,1446.6574170591314,1480.2570721709192,721.5200369933958,721.5200369933958,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00475,grp3,Calibration Kits Type 2,0.43650839991873325,purchase_flag_grp3_Calibration Kits Type 2,3,Enterprise,1542.4679281767956,1161.88,181,855.3437032407409,579.01,1728,6287.033333333333,9,1.0232257165487677,0.8578199052132701,1444.772540745129,1478.3284182539182,645.3027724064096,645.3027724064096,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00476,grp3,Core Basic Type 1,0.5726775306367268,purchase_flag_grp3_Core Basic Type 1,1,SMB,221.11692042310824,146.23000000000002,1229,459.3349140403039,278.01,3027,626.8016666666667,18,0.6816628680950539,0.9761715647339158,226.79328246323203,154.59655938857844,88.53397587558518,88.53397587558518,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00476,grp3,Monitoring Type 2,0.5002614366272711,purchase_flag_grp3_Monitoring Type 2,2,SMB,688.1000930107526,497.475,372,2215.2609543776057,1480.17,1679,626.8016666666667,18,0.6816628680950539,0.9253731343283582,802.0673214709656,546.739510759216,273.51269311329673,273.51269311329673,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00476,grp3,Compliance Safety Type 2,0.4977051721031579,purchase_flag_grp3_Compliance Safety Type 2,3,SMB,250.54319664634147,149.53,328,577.0763162824207,326.70000000000005,694,626.8016666666667,18,0.6816628680950539,0.9162011173184358,277.9063072303705,189.43841044835958,94.28447667514946,94.28447667514946,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00477,grp3,Training Type 1,0.7835081998116913,purchase_flag_grp3_Training Type 1,1,Mid-Market,4536.284870431894,3488.64,301,5063.882342342342,3371.32,1665,2336.5930769230768,13,1.0830080314711392,0.9093655589123867,4584.103372417735,4964.620769422342,3889.821081797833,3889.821081797833,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00477,grp3,Controllers Type 2,0.7287381725351347,purchase_flag_grp3_Controllers Type 2,2,Mid-Market,3042.17538477306,2144.6549999999997,1366,3354.7798359410804,2142.85,3055,2336.5930769230768,13,1.0830080314711392,0.9785100286532952,3048.893245471513,3301.9758719437564,2406.275862675401,2406.275862675401,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00477,grp1,Service Contracts,0.7268878288637597,purchase_flag_grp1_Service Contracts,3,Mid-Market,4441.809457822725,3021.0,1681,5244.207394130719,3029.425,7650,2336.5930769230768,13,1.0830080314711392,0.9824663939216832,4455.878387156003,4825.752080548617,3507.780452464756,3507.780452464756,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00478,grp3,Core Replacement Type 2,0.9096441451641203,purchase_flag_grp3_Core Replacement Type 2,1,Mid-Market,560.075605839416,531.2,137,562.784595959596,379.5,396,1269.084,10,0.5882188808080453,0.8203592814371258,560.5622507711848,329.7332997718652,299.9399656031229,299.9399656031229,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00478,grp3,Core Basic Type 2,0.8173626676729823,purchase_flag_grp3_Core Basic Type 2,2,Mid-Market,407.834935278031,274.53,1097,386.0204725622969,234.54500000000002,3692,1269.084,10,0.5882188808080453,0.9733806566104702,407.2542486041428,239.5546383182503,195.8030182292415,195.8030182292415,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00478,grp3,Core Replacement Type 1,0.7438370050925238,purchase_flag_grp3_Core Replacement Type 1,3,Mid-Market,418.11517198177677,294.18,439,420.905875,252.45,1696,1269.084,10,0.5882188808080453,0.9360341151385928,418.2936817697228,246.048241339663,183.01978694637745,183.01978694637745,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00479,grp3,Preventive Kits Type 1,0.5971047356542986,purchase_flag_grp3_Preventive Kits Type 1,1,Distributor,1173.4658049999998,917.9300000000001,220,788.2648314371256,530.235,1670,2460.909230769231,13,0.9050019801980199,0.88,1127.241688172455,1020.1559599578306,609.1399547967776,609.1399547967776,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00479,grp3,Repair Kits Type 1,0.5854454863058941,purchase_flag_grp3_Repair Kits Type 1,2,Distributor,1154.4105668508287,765.62,362,836.2294216136919,512.35,2045,2460.909230769231,13,0.9050019801980199,0.923469387755102,1130.0599690010479,1022.7065096884613,598.7389099127648,598.7389099127648,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00479,grp3,Sensors Type 1,0.5218097301576671,purchase_flag_grp3_Sensors Type 1,3,Distributor,4414.52750647482,3443.17,278,3239.703715218003,2038.09,3555,2460.909230769231,13,0.9050019801980199,0.9025974025974026,4300.096617716039,3891.595954075823,2030.6726346789742,2030.6726346789742,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00480,grp3,Core Replacement Type 1,0.6449589768192778,purchase_flag_grp3_Core Replacement Type 1,1,SMB,195.69465312046447,117.32,689,420.905875,252.45,1696,367.45500000000004,4,0.5,0.9582753824756607,205.0915052155772,102.5457526077886,66.13780367908213,66.13780367908213,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00480,grp3,Core Basic Type 1,0.6183214158258339,purchase_flag_grp3_Core Basic Type 1,2,SMB,221.11692042310824,146.23000000000002,1229,459.3349140403039,278.01,3027,367.45500000000004,4,0.5,0.9761715647339158,226.79328246323203,113.39664123161602,70.11557175622694,70.11557175622694,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00480,grp3,Compliance Safety Type 2,0.5722327790036752,purchase_flag_grp3_Compliance Safety Type 2,3,SMB,250.54319664634147,149.53,328,577.0763162824207,326.70000000000005,694,367.45500000000004,4,0.5,0.9162011173184358,277.9063072303705,138.95315361518524,79.51354924454203,79.51354924454203,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00481,grp3,Installation Type 1,0.6508095248002153,purchase_flag_grp3_Installation Type 1,1,SMB,2495.9564053156146,1770.915,602,5927.55006886388,3729.575,1866,1712.4053333333334,15,1.862284663454841,0.9525316455696202,2658.8485095979695,4951.53280187406,3222.5047098203354,3222.5047098203354,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00481,grp1,Maintenance Kits,0.5406304521830584,purchase_flag_grp1_Maintenance Kits,2,SMB,395.25584869326,263.25,2181,929.1495397698504,574.0899999999999,8690,1712.4053333333334,15,1.862284663454841,0.9864314789687924,402.49999646906184,749.5695704649614,405.24013582313296,405.24013582313296,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00481,grp1,Safety Solutions,0.50686997489209,purchase_flag_grp1_Safety Solutions,3,SMB,270.3750592277719,190.63,2823,505.43952119815674,312.65,5642,1712.4053333333334,15,1.862284663454841,0.9894847528916929,272.8468201317717,508.11844860382,257.54998528602596,257.54998528602596,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00482,grp3,Extended Support Type 2,0.7889024466114362,purchase_flag_grp3_Extended Support Type 2,1,Mid-Market,3911.595093023256,2930.79,172,4092.6571508196716,2647.37,610,10094.070689655173,29,2.0,0.8514851485148515,3938.4854976464862,7876.9709952929725,6214.1616900739455,6214.1616900739455,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00482,grp3,Premium Custom Type 1,0.7426801887590416,purchase_flag_grp3_Premium Custom Type 1,2,Mid-Market,2027.3566805194805,1701.8600000000001,154,2063.947720197044,1604.41,609,10094.070689655173,29,2.0,0.8369565217391305,2033.322610901692,4066.645221803384,3020.216840944992,3020.216840944992,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00482,grp3,Training Type 1,0.7353518176902998,purchase_flag_grp3_Training Type 1,3,Mid-Market,4536.284870431894,3488.64,301,5063.882342342342,3371.32,1665,10094.070689655173,29,2.0,0.9093655589123867,4584.103372417735,9168.20674483547,6741.8574947752295,6741.8574947752295,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00483,grp3,Sensors Type 1,0.7405814427948324,purchase_flag_grp3_Sensors Type 1,1,Mid-Market,3214.805243053645,2289.74,1454,3239.703715218003,2038.09,3555,8455.620666666666,30,2.0,0.9797843665768194,3215.308581439717,6430.617162879434,4762.395736546463,4762.395736546463,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00483,grp3,Personal Safety Type 2,0.7114907845374735,purchase_flag_grp3_Personal Safety Type 2,2,Mid-Market,675.690606060606,552.645,198,442.67617743979724,280.04,789,8455.620666666666,30,2.0,0.868421052631579,645.0308128210258,1290.0616256420517,917.8669581297518,917.8669581297518,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00483,grp3,Extended Support Type 2,0.6956068953609452,purchase_flag_grp3_Extended Support Type 2,3,Mid-Market,3911.595093023256,2930.79,172,4092.6571508196716,2647.37,610,8455.620666666666,30,2.0,0.8514851485148515,3938.4854976464862,7876.9709952929725,5479.275338883959,5479.275338883959,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00484,grp3,Core Advanced Type 2,0.8029085883596326,purchase_flag_grp3_Core Advanced Type 2,1,SMB,223.92975453890492,148.88,1388,497.5856153606641,306.1,3854,2436.9896551724137,29,2.0,0.9788434414668548,229.71937077631873,459.43874155263745,368.88731141775423,368.88731141775423,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00484,grp1,Premium Products,0.7039444079433655,purchase_flag_grp1_Premium Products,2,SMB,730.4233264150944,488.01,1696,2190.649931655225,1312.22,6555,2436.9896551724137,29,2.0,0.9826187717265353,755.8038583717595,1511.607716743519,1064.0877992056392,1064.0877992056392,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00484,grp3,Personal Safety Type 2,0.682036715374407,purchase_flag_grp3_Personal Safety Type 2,3,SMB,214.855461928934,143.935,394,442.67617743979724,280.04,789,2436.9896551724137,29,2.0,0.9292452830188679,230.97485217734416,461.9497043546883,315.06665902625,315.06665902625,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00485,grp3,Extended Support Type 2,0.9790726122692985,purchase_flag_grp3_Extended Support Type 2,1,Enterprise,7203.877150326797,6280.65,153,4092.6571508196716,2647.37,610,14476.535,4,2.0,0.8360655737704918,6693.841084833825,13387.68216966765,13107.512954087617,13107.512954087617,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00485,grp3,Installation Type 2,0.8446841524492307,purchase_flag_grp3_Installation Type 2,2,Enterprise,5473.895205847953,4397.46,171,3634.114349307774,2592.83,939,14476.535,4,2.0,0.8507462686567164,5199.301048155389,10398.602096310779,8783.534398379063,8783.534398379063,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00485,grp3,Training Type 2,0.8433451918827447,purchase_flag_grp3_Training Type 2,3,Enterprise,5927.294921348314,4746.88,445,3552.4214311361197,2150.4700000000003,1866,14476.535,4,2.0,0.9368421052631579,5777.302911440176,11554.605822880352,9744.52126482651,9744.52126482651,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00486,grp3,Installation Type 1,0.7248715927571797,purchase_flag_grp3_Installation Type 1,1,Public Sector,5315.706442786069,4021.745,402,5927.55006886388,3729.575,1866,6228.395714285713,14,2.0,0.9305555555555556,5358.195583485916,10716.391166971833,7768.007533811844,7768.007533811844,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00486,grp3,Monitoring Type 1,0.6010237785479411,purchase_flag_grp3_Monitoring Type 1,2,Public Sector,2784.345996969697,2137.96,132,3029.3067279341703,2136.57,2309,6228.395714285713,14,2.0,0.8148148148148148,2829.7090952964513,5659.418190592903,3401.444905293098,3401.444905293098,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00486,grp3,Monitoring Type 2,0.5769002129689523,purchase_flag_grp3_Monitoring Type 2,3,Public Sector,956.3409375,801.415,64,2215.2609543776057,1480.17,1679,6228.395714285713,14,2.0,0.6808510638297872,1358.1239216098743,2716.2478432197486,1567.0039592299304,1567.0039592299304,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00487,grp3,Installation Type 2,0.7900007438738851,purchase_flag_grp3_Installation Type 2,1,Enterprise,5473.895205847953,4397.46,171,3634.114349307774,2592.83,939,8473.882857142857,7,1.3791393171846265,0.8507462686567164,5199.301048155389,7170.560497390336,5664.748126931061,5664.748126931061,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00487,grp3,Installation Type 1,0.7372274446191046,purchase_flag_grp3_Installation Type 1,2,Enterprise,11908.109596296297,9479.82,405,5927.55006886388,3729.575,1866,8473.882857142857,7,1.3791393171846265,0.9310344827586207,11495.657215094061,15854.112842213348,11688.087097367876,11688.087097367876,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00487,grp3,Training Type 1,0.6523613826193926,purchase_flag_grp3_Training Type 1,3,Enterprise,9351.931515844155,7340.37,385,5063.882342342342,3371.32,1665,8473.882857142857,7,1.3791393171846265,0.927710843373494,9041.952057518723,12470.1115866225,8135.019236067162,8135.019236067162,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00488,grp1,Safety Solutions,0.8968794546461598,purchase_flag_grp1_Safety Solutions,1,SMB,270.3750592277719,190.63,2823,505.43952119815674,312.65,5642,797.338888888889,9,0.8671264655918116,0.9894847528916929,272.8468201317717,236.59269878882796,212.19513066298717,212.19513066298717,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00488,grp3,Compliance Safety Type 2,0.5740808850411,purchase_flag_grp3_Compliance Safety Type 2,2,SMB,250.54319664634147,149.53,328,577.0763162824207,326.70000000000005,694,797.338888888889,9,0.8671264655918116,0.9162011173184358,277.9063072303705,240.9799139543433,138.3419622800375,138.3419622800375,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00488,grp3,Training Type 2,0.5109863357002982,purchase_flag_grp3_Training Type 2,3,SMB,1144.8094564356436,748.47,505,3552.4214311361197,2150.4700000000003,1866,797.338888888889,9,0.8671264655918116,0.9439252336448598,1279.8157353908105,1109.7620952382188,567.0732665448627,567.0732665448627,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00489,grp3,Premium Standard Type 2,0.8475887712542577,purchase_flag_grp3_Premium Standard Type 2,1,Distributor,2480.429031858407,1659.505,452,1635.6666163063621,935.8,1619,13087.6,6,2.0,0.9377593360995851,2427.8504582763294,4855.700916552659,4115.637573439041,4115.637573439041,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00489,grp3,Extended Support Type 2,0.8152885050356701,purchase_flag_grp3_Extended Support Type 2,2,Distributor,4948.067863157895,3748.6949999999997,38,4092.6571508196716,2647.37,610,13087.6,6,2.0,0.5588235294117647,4570.68078418515,9141.3615683703,7452.847007067149,7452.847007067149,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00489,grp3,Installation Type 2,0.8084031423162715,purchase_flag_grp3_Installation Type 2,3,Distributor,4226.572839506173,3277.15,81,3634.114349307774,2592.83,939,13087.6,6,2.0,0.7297297297297297,4066.4489232363358,8132.8978464726715,6574.660175225746,6574.660175225746,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00490,grp3,Compliance Safety Type 2,0.7567157490411249,purchase_flag_grp3_Compliance Safety Type 2,1,SMB,250.54319664634147,149.53,328,577.0763162824207,326.70000000000005,694,651.9671428571429,7,0.7090309680686944,0.9162011173184358,277.9063072303705,197.0441780479456,149.10643278574395,149.10643278574395,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00490,grp1,Safety Solutions,0.7515379513551653,purchase_flag_grp1_Safety Solutions,2,SMB,270.3750592277719,190.63,2823,505.43952119815674,312.65,5642,651.9671428571429,7,0.7090309680686944,0.9894847528916929,272.8468201317717,193.45684501249502,145.39016097632424,145.39016097632424,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00490,grp3,Personal Safety Type 2,0.724283143559369,purchase_flag_grp3_Personal Safety Type 2,3,SMB,214.855461928934,143.935,394,442.67617743979724,280.04,789,651.9671428571429,7,0.7090309680686944,0.9292452830188679,230.97485217734416,163.7683230388259,118.61463582600706,118.61463582600706,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00491,grp3,Extended Support Type 2,0.7197033638517967,purchase_flag_grp3_Extended Support Type 2,1,Public Sector,3335.359816470588,2366.51,85,4092.6571508196716,2647.37,610,1931.1510000000003,10,0.7875078129228527,0.7391304347826086,3532.9156428225233,2782.1986711200993,2002.3577425091341,2002.3577425091341,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00491,grp3,Training Type 1,0.7008564369595821,purchase_flag_grp3_Training Type 1,2,Public Sector,4210.844633220339,3541.85,295,5063.882342342342,3371.32,1665,1931.1510000000003,10,0.7875078129228527,0.9076923076923077,4289.586575600832,3378.0829424946396,2367.551174830734,2367.551174830734,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00491,grp3,Installation Type 1,0.6720624051125134,purchase_flag_grp3_Installation Type 1,3,Public Sector,5315.706442786069,4021.745,402,5927.55006886388,3729.575,1866,1931.1510000000003,10,0.7875078129228527,0.9305555555555556,5358.195583485916,4219.620885163882,2835.848560746231,2835.848560746231,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00492,grp1,Service Contracts,0.9647109477103719,purchase_flag_grp1_Service Contracts,1,SMB,2006.902997425829,1241.5149999999999,2292,5244.207394130719,3029.425,7650,1592.5033333333333,6,1.7318881671516513,0.9870801033591732,2048.72863562615,3548.1688817456766,3422.957364545322,3422.957364545322,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00492,grp3,Installation Type 1,0.7868405385309921,purchase_flag_grp3_Installation Type 1,2,SMB,2495.9564053156146,1770.915,602,5927.55006886388,3729.575,1866,1592.5033333333333,6,1.7318881671516513,0.9525316455696202,2658.8485095979695,4604.8282720215275,3623.2655574001565,3623.2655574001565,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00492,grp3,Training Type 1,0.7457674662569407,purchase_flag_grp3_Training Type 1,3,SMB,2150.9201480885313,1677.39,497,5063.882342342342,3371.32,1665,1592.5033333333333,6,1.7318881671516513,0.9430740037950665,2316.7434229037385,4012.3405204533988,2992.273023698586,2992.273023698586,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00493,grp3,Core Replacement Type 2,0.866269732978332,purchase_flag_grp3_Core Replacement Type 2,1,Distributor,742.205,733.8050000000001,56,562.784595959596,379.5,396,3647.222307692308,13,1.341269872701556,0.6511627906976745,679.6164869626498,911.549118954272,789.647411873151,789.647411873151,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00493,grp3,Premium Standard Type 1,0.8325323746505618,purchase_flag_grp3_Premium Standard Type 1,2,Distributor,1495.0851386861314,1196.27,137,976.8609597069598,603.8050000000001,546,3647.222307692308,13,1.341269872701556,0.8203592814371258,1401.9909747976576,1880.4482562955845,1565.5340522212714,1565.5340522212714,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00493,grp3,Premium Standard Type 2,0.6967161963518684,purchase_flag_grp3_Premium Standard Type 2,3,Distributor,2480.429031858407,1659.505,452,1635.6666163063621,935.8,1619,3647.222307692308,13,1.341269872701556,0.9377593360995851,2427.8504582763294,3256.4026751107067,2268.7884855931807,2268.7884855931807,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00494,grp1,Safety Solutions,0.5627746772529341,purchase_flag_grp1_Safety Solutions,1,Enterprise,969.693862820513,771.1949999999999,468,505.43952119815674,312.65,5642,3432.345,2,0.5586201767766854,0.9397590361445783,941.7267338071181,526.0675545146629,296.0574982052297,296.0574982052297,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00494,grp3,Core Basic Type 2,0.48594676779142276,purchase_flag_grp3_Core Basic Type 2,2,Enterprise,857.7762301724141,614.065,348,386.0204725622969,234.54500000000002,3692,3432.345,2,0.5586201767766854,0.9206349206349206,820.335297028754,458.2558486423573,222.68794846926897,222.68794846926897,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00494,grp3,Core Basic Type 1,0.4223330339704542,purchase_flag_grp3_Core Basic Type 1,3,Enterprise,1096.647910204081,954.3399999999999,196,459.3349140403039,278.01,3027,3432.345,2,0.5586201767766854,0.8672566371681416,1012.0488399168539,565.3509018609923,238.76636164088535,238.76636164088535,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00495,grp3,Installation Type 1,0.7946721720870243,purchase_flag_grp3_Installation Type 1,1,SMB,2495.9564053156146,1770.915,602,5927.55006886388,3729.575,1866,1546.46875,16,1.6818243785956315,0.9525316455696202,2658.8485095979695,4471.716242434526,3553.5484593322717,3553.5484593322717,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00495,grp3,Installation Type 2,0.7457411494772594,purchase_flag_grp3_Installation Type 2,2,SMB,1398.6680673076921,1067.105,208,3634.114349307774,2592.83,939,1546.46875,16,1.6818243785956315,0.8739495798319328,1680.4470104169461,2826.216749057367,2107.626127113924,2107.626127113924,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00495,grp3,Monitoring Type 1,0.6953440196447401,purchase_flag_grp3_Monitoring Type 1,3,SMB,1384.3786890052356,944.75,573,3029.3067279341703,2136.57,2309,1546.46875,16,1.6818243785956315,0.9502487562189055,1466.2159048723468,2465.917653098966,1714.661093018759,1714.661093018759,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00496,grp3,Core Basic Type 2,0.7165119407627754,purchase_flag_grp3_Core Basic Type 2,1,SMB,191.61631407799075,124.43,1513,386.0204725622969,234.54500000000002,3692,743.9742857142857,14,0.8090910926991297,0.9805573558003888,195.39604496232593,158.09319952765657,113.27566521495788,113.27566521495788,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00496,grp3,Monitoring Type 2,0.6646038173138584,purchase_flag_grp3_Monitoring Type 2,2,SMB,688.1000930107526,497.475,372,2215.2609543776057,1480.17,1679,743.9742857142857,14,0.8090910926991297,0.9253731343283582,802.0673214709656,648.9455255472077,431.2916735074223,431.2916735074223,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00496,grp3,Sensors Type 2,0.6285744560244357,purchase_flag_grp3_Sensors Type 2,3,SMB,905.2593092511013,652.43,681,3257.693349576988,2046.48,2955,743.9742857142857,14,0.8090910926991297,0.9578059071729957,1004.5181295180164,812.7466710478178,510.8717966395531,510.8717966395531,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00497,grp3,Core Basic Type 2,0.7985725557009895,purchase_flag_grp3_Core Basic Type 2,1,Mid-Market,407.834935278031,274.53,1097,386.0204725622969,234.54500000000002,3692,703.3923076923077,13,0.5,0.9733806566104702,407.2542486041428,203.6271243020714,162.6110330639482,162.6110330639482,False,historical product-affinity score,supported segment-product estimate with shrinkage
C00497,grp3,Core Advanced Type 1,0.6936234938851742,purchase_flag_grp3_Core Advanced Type 1,2,Mid-Market,640.4824264830507,427.01,944,576.0783271419228,332.28999999999996,3058,703.3923076923077,13,0.5,0.9691991786447639,638.4987273246998,319.2493636623499,221.43885904409768,221.43885904409768,False,historical product-affinity score,supported segment-product estimate with shrinkage
