Month_Year,Customer_ID,Product_ID,Sales,Units
2023-03-01,C00631,P0075,41.66,1
2023-03-01,C00631,P0022,108.5,2
2023-04-01,C00631,P0022,221.91,4
2023-04-01,C00631,P0075,90.34,2
2023-04-01,C00631,P0074,87.99,1
2023-05-01,C00631,P0075,133.25,3
2023-05-01,C00631,P0074,493.43,5
2023-05-01,C00631,P0022,171.24,3
2023-05-01,C00631,P0152,138.22,1
2023-06-01,C00631,P0152,442.54,3
2023-06-01,C00631,P0022,52.45,1
2023-06-01,C00631,P0075,268.83,6
2023-06-01,C00631,P0074,90.03,1
2023-08-01,C00631,P0022,115.71,2
2023-08-01,C00631,P0074,192.05,2
2023-10-01,C00631,P0075,128.34,3
2023-10-01,C00631,P0152,565.35,4
2023-10-01,C00631,P0074,193.21,2
2023-10-01,C00631,P0022,400.09,7
2023-11-01,C00631,P0075,206.54,5
2023-11-01,C00631,P0074,269.29,3
2023-11-01,C00631,P0152,596.24,4
2023-11-01,C00631,P0022,376.11,7
2024-03-01,C00631,P0075,41.19,1
2024-03-01,C00631,P0074,191.26,2
2024-03-01,C00631,P0022,58.15,1
2024-03-01,C00631,P0152,854.77,6
2024-05-01,C00631,P0075,127.38,3
2024-05-01,C00631,P0022,272.72,5
2024-06-01,C00631,P0022,58.12,1
2024-06-01,C00631,P0075,307.2,7
2024-06-01,C00631,P0152,297.59,2
2024-07-01,C00631,P0074,282.72,3
2024-07-01,C00631,P0152,407.83,3
2024-08-01,C00631,P0152,951.25,7
2024-08-01,C00631,P0074,89.58,1
2024-08-01,C00631,P0022,173.73,3
2024-08-01,C00631,P0075,85.97,2
2024-09-01,C00631,P0074,194.47,2
2024-09-01,C00631,P0022,211.73,4
2024-10-01,C00631,P0152,436.31,3
2024-10-01,C00631,P0075,268.27,6
2024-10-01,C00631,P0022,266.9,5
2024-10-01,C00631,P0074,97.12,1
2024-11-01,C00631,P0152,441.7,3
2025-01-01,C00631,P0152,295.74,2
2025-01-01,C00631,P0074,185.3,2
2025-01-01,C00631,P0022,115.25,2
2025-02-01,C00631,P0074,478.88,5
2025-02-01,C00631,P0022,216.24,4
2025-03-01,C00631,P0075,92.29,2
2025-03-01,C00631,P0022,338.62,6
2025-03-01,C00631,P0152,1071.89,8
2025-03-01,C00631,P0074,1046.52,11
2025-04-01,C00631,P0152,134.01,1
2025-04-01,C00631,P0075,226.96,5
2025-04-01,C00631,P0074,358.46,4
2025-04-01,C00631,P0022,159.92,3
2025-05-01,C00631,P0022,214.37,4
2025-05-01,C00631,P0152,283.37,2
2025-05-01,C00631,P0074,90.8,1
2025-05-01,C00631,P0075,454.84,10
2025-06-01,C00631,P0022,333.91,6
2025-06-01,C00631,P0074,298.37,3
2025-08-01,C00631,P0075,90.67,2
2025-08-01,C00631,P0022,175.48,3
2025-08-01,C00631,P0152,139.2,1
2025-08-01,C00631,P0074,268.75,3
2025-09-01,C00631,P0152,1134.42,8
2025-11-01,C00631,P0075,43.24,1
2025-12-01,C00631,P0152,437.82,3
2025-12-01,C00631,P0022,107.44,2
2025-12-01,C00631,P0075,43.31,1
2025-12-01,C00631,P0074,184.63,2
2023-02-01,C00632,P0101,178.57,4
2023-02-01,C00632,P0046,171.17,2
2023-02-01,C00632,P0063,161.09,2
2023-02-01,C00632,P0094,114.96,3
2023-04-01,C00632,P0046,162.53,2
2023-05-01,C00632,P0101,49.3,1
2023-05-01,C00632,P0094,166.04,5
2024-11-01,C00632,P0101,137.33,3
2024-11-01,C00632,P0094,72.88,2
2024-11-01,C00632,P0046,619.21,7
2025-01-01,C00632,P0101,52.89,1
2023-01-01,C00634,P0094,36.84,1
2023-01-01,C00634,P0066,739.51,1
2023-01-01,C00634,P0027,746.54,1
2023-01-01,C00634,P0153,69.09,1
2023-03-01,C00634,P0156,942.65,2
2024-05-01,C00634,P0079,431.1,3
2024-07-01,C00634,P0079,138.21,1
2024-07-01,C00634,P0156,1033.12,2
2024-08-01,C00634,P0079,139.73,1
2024-08-01,C00634,P0156,484.49,1
2024-08-01,C00634,P0094,38.85,1
2024-08-01,C00634,P0142,822.1,3
2025-02-01,C00634,P0027,792.44,1
2025-02-01,C00634,P0142,283.07,1
2025-02-01,C00634,P0094,39.35,1
2025-05-01,C00634,P0094,37.04,1
2025-05-01,C00634,P0153,65.62,1
2023-01-01,C00635,P0175,4530.93,9
2023-01-01,C00635,P0128,1212.09,13
2023-01-01,C00635,P0038,1288.73,5
2023-03-01,C00635,P0154,3943.99,17
2023-04-01,C00635,P0067,5746.9,13
2023-04-01,C00635,P0107,939.54,13
2023-05-01,C00635,P0162,1741.32,11
2023-05-01,C00635,P0107,1186.97,15
2023-05-01,C00635,P0067,12349.36,28
2023-05-01,C00635,P0094,678.03,18
2023-05-01,C00635,P0051,756.76,6
2023-05-01,C00635,P0154,3598.32,14
2023-08-01,C00635,P0065,959.52,10
2023-08-01,C00635,P0162,2781.35,16
2023-08-01,C00635,P0094,536.98,15
2023-09-01,C00635,P0094,777.65,23
2023-09-01,C00635,P0067,4567.26,11
2023-09-01,C00635,P0002,13156.88,22
2023-10-01,C00635,P0094,801.13,24
2023-10-01,C00635,P0128,2117.6,23
2023-10-01,C00635,P0051,1679.81,14
2023-10-01,C00635,P0120,3339.18,12
2023-11-01,C00635,P0098,4972.19,22
2023-11-01,C00635,P0065,2868.28,30
2023-11-01,C00635,P0154,3531.77,13
2023-11-01,C00635,P0162,3352.79,20
2024-01-01,C00635,P0098,2326.65,10
2024-01-01,C00635,P0002,13620.06,26
2024-01-01,C00635,P0128,578.95,7
2024-02-01,C00635,P0002,5141.85,9
2024-02-01,C00635,P0107,1137.45,14
2024-02-01,C00635,P0175,7234.48,15
2024-02-01,C00635,P0128,455.27,5
2024-03-01,C00635,P0038,3325.02,12
2024-03-01,C00635,P0120,3791.43,13
2024-03-01,C00635,P0002,10702.0,21
2024-03-01,C00635,P0051,1455.81,13
2024-04-01,C00635,P0120,3020.04,10
2024-04-01,C00635,P0065,2396.78,26
2024-05-01,C00635,P0120,1623.48,6
2024-05-01,C00635,P0128,1211.99,13
2024-05-01,C00635,P0098,3912.76,18
2024-06-01,C00635,P0038,2498.58,9
2024-06-01,C00635,P0002,4032.54,7
2024-06-01,C00635,P0098,901.48,4
2024-06-01,C00635,P0128,1115.45,12
2024-07-01,C00635,P0098,3816.93,16
2024-07-01,C00635,P0120,3185.51,11
2024-07-01,C00635,P0065,1258.5,14
2024-08-01,C00635,P0107,1021.48,13
2024-08-01,C00635,P0038,1321.89,5
2024-09-01,C00635,P0154,3240.87,13
2024-09-01,C00635,P0107,592.31,8
2024-10-01,C00635,P0175,10930.08,23
2024-11-01,C00635,P0120,3720.2,14
2025-01-01,C00635,P0107,309.9,4
2025-02-01,C00635,P0128,443.48,5
2025-02-01,C00635,P0094,284.18,8
2025-02-01,C00635,P0065,1522.88,15
2025-02-01,C00635,P0162,3209.26,19
2025-02-01,C00635,P0154,1481.29,6
2025-03-01,C00635,P0107,877.49,11
2025-04-01,C00635,P0107,632.31,8
2025-05-01,C00635,P0051,974.16,9
2025-05-01,C00635,P0120,5117.77,19
2025-05-01,C00635,P0002,13479.98,25
2025-05-01,C00635,P0098,1810.71,8
2025-05-01,C00635,P0128,641.64,8
2025-05-01,C00635,P0067,6509.77,16
2025-05-01,C00635,P0038,,19
2025-05-01,C00635,P0094,225.12,6
2025-06-01,C00635,P0120,6467.97,21
2025-06-01,C00635,P0154,6002.88,25
2025-07-01,C00635,P0065,945.43,9
2025-07-01,C00635,P0175,4031.56,8
2025-07-01,C00635,P0051,1770.59,15
2025-08-01,C00635,P0065,1482.68,16
2025-08-01,C00635,P0051,1655.57,13
2025-08-01,C00635,P0128,1877.03,20
2025-08-01,C00635,P0175,6128.89,12
2025-08-01,C00635,P0107,1307.06,18
2025-08-01,C00635,P0094,505.97,14
2025-09-01,C00635,P0120,2540.66,9
2025-10-01,C00635,P0038,4718.98,18
2025-10-01,C00635,P0094,354.92,11
2025-10-01,C00635,P0175,3671.52,8
2025-10-01,C00635,P0002,11988.6,21
2025-10-01,C00635,P0098,4471.21,19
2025-11-01,C00635,P0107,733.09,10
2025-11-01,C00635,P0154,3942.69,17
2025-11-01,C00635,P0128,1855.23,23
2025-11-01,C00635,P0120,3469.15,12
2025-11-01,C00635,P0067,7752.54,17
2025-12-01,C00635,P0128,1130.26,14
2025-12-01,C00635,P0038,4609.66,17
2025-12-01,C00635,P0067,7020.39,16
2025-12-01,C00635,P0051,1207.94,11
2023-02-01,C00636,P0019,738.69,8
2023-04-01,C00636,P0071,4828.19,11
2023-04-01,C00636,P0019,1270.52,12
2023-04-01,C00636,P0084,1583.44,9
2023-08-01,C00636,P0143,1058.57,16
2023-08-01,C00636,P0019,1338.68,14
2023-08-01,C00636,P0053,1693.37,9
2023-10-01,C00636,P0084,3085.62,15
2023-11-01,C00636,P0019,372.34,4
2023-11-01,C00636,P0143,811.98,13
2023-11-01,C00636,P0112,1049.83,13
2023-11-01,C00636,P0071,8374.92,18
2023-12-01,C00636,P0143,753.19,12
2024-01-01,C00636,P0072,381.32,3
2024-01-01,C00636,P0112,755.98,9
2024-01-01,C00636,P0071,6351.5,16
2024-01-01,C00636,P0143,954.85,16
2024-02-01,C00636,P0019,1190.83,11
2024-02-01,C00636,P0071,5600.64,12
2024-02-01,C00636,P0143,550.14,9
2024-02-01,C00636,P0084,904.6,5
2024-02-01,C00636,P0072,1568.49,12
2024-02-01,C00636,P0112,247.1,3
2024-03-01,C00636,P0143,439.38,7
2024-03-01,C00636,P0112,1902.14,24
2024-03-01,C00636,P0071,6048.96,14
2024-05-01,C00636,P0019,1235.99,12
2024-05-01,C00636,P0071,3704.75,9
2024-05-01,C00636,P0112,553.26,6
2024-05-01,C00636,P0072,1686.03,12
2024-06-01,C00636,P0084,1709.59,9
2024-06-01,C00636,P0072,1440.75,10
2024-06-01,C00636,P0143,1129.14,18
2024-09-01,C00636,P0084,2611.09,13
2024-09-01,C00636,P0053,1800.79,11
2024-10-01,C00636,P0084,1784.67,10
2024-11-01,C00636,P0112,969.68,11
2024-11-01,C00636,P0019,1060.89,10
2024-11-01,C00636,P0084,2047.63,11
2024-12-01,C00636,P0072,1054.55,8
2024-12-01,C00636,P0112,990.14,12
2024-12-01,C00636,P0053,2145.77,12
2024-12-01,C00636,P0071,1274.22,3
2025-02-01,C00636,P0084,3081.37,16
2025-02-01,C00636,P0112,820.1,10
2025-02-01,C00636,P0071,3138.07,7
2025-05-01,C00636,P0019,896.85,9
2025-07-01,C00636,P0112,1084.94,12
2025-07-01,C00636,P0084,2710.21,14
2025-07-01,C00636,P0071,6827.22,17
2025-07-01,C00636,P0019,1211.41,12
2025-08-01,C00636,P0019,487.22,5
2025-08-01,C00636,P0053,2967.2,16
2025-08-01,C00636,P0071,8291.8,18
2025-09-01,C00636,P0071,2161.09,5
2025-09-01,C00636,P0019,479.89,5
2025-10-01,C00636,P0071,6257.01,15
2025-10-01,C00636,P0019,1492.5,15
2025-10-01,C00636,P0084,2560.72,14
2025-10-01,C00636,P0053,1412.76,8
2025-10-01,C00636,P0143,894.74,16
2025-10-01,C00636,P0112,1150.68,13
2025-11-01,C00636,P0071,3495.9,8
2025-12-01,C00636,P0053,1847.67,11
2025-12-01,C00636,P0112,988.19,11
2025-12-01,C00636,P0072,409.85,3
2023-01-01,C00637,P0142,523.86,2
2023-01-01,C00637,P0153,63.23,1
2023-02-01,C00637,P0048,1651.4,4
2023-02-01,C00637,P0153,136.57,2
2023-02-01,C00637,P0164,595.98,4
2023-02-01,C00637,P0094,36.84,1
2023-04-01,C00637,P0094,78.98,2
2023-05-01,C00637,P0057,2705.28,9
2023-05-01,C00637,P0011,2169.46,4
2023-07-01,C00637,P0048,1294.01,3
2023-10-01,C00637,P0094,109.15,3
2023-10-01,C00637,P0057,1202.89,4
2023-11-01,C00637,P0164,1625.37,10
2023-11-01,C00637,P0142,2193.77,8
2023-12-01,C00637,P0153,63.78,1
2024-03-01,C00637,P0164,326.06,2
2024-03-01,C00637,P0094,160.4,4
2024-04-01,C00637,P0153,139.32,2
2024-04-01,C00637,P0164,609.49,4
2024-08-01,C00637,P0094,160.14,4
2025-01-01,C00637,P0164,642.08,4
2023-01-01,C00638,P0052,920.57,2
2023-01-01,C00638,P0117,258.86,1
2023-12-01,C00638,P0180,99.09,1
2023-12-01,C00638,P0052,455.2,1
2024-04-01,C00638,P0052,1354.51,3
2024-04-01,C00638,P0046,366.61,4
2024-04-01,C00638,P0117,852.23,3
2023-01-01,C00639,P0042,407.46,1
2023-01-01,C00639,P0102,906.84,2
2023-01-01,C00639,P0027,758.4,1
2023-01-01,C00639,P0146,1283.07,6
2023-04-01,C00639,P0042,823.49,2
2023-05-01,C00639,P0027,2298.8,3
2023-05-01,C00639,P0102,1852.43,4
2023-05-01,C00639,P0042,415.64,1
2023-05-01,C00639,P0178,2622.85,4
2023-05-01,C00639,P0146,638.4,3
2023-06-01,C00639,P0178,3176.75,5
2023-06-01,C00639,P0042,1385.46,3
2023-06-01,C00639,P0027,3600.98,5
2023-06-01,C00639,P0140,2161.25,4
2023-07-01,C00639,P0178,4600.51,7
2023-08-01,C00639,P0140,567.47,1
2023-08-01,C00639,P0146,822.87,4
2023-08-01,C00639,P0118,234.99,3
2023-09-01,C00639,P0118,312.53,4
2023-09-01,C00639,P0140,2366.21,4
2023-09-01,C00639,P0178,3119.69,5
2023-10-01,C00639,P0027,710.56,1
2023-10-01,C00639,P0042,1259.51,3
2023-11-01,C00639,P0146,1525.59,7
2023-11-01,C00639,P0115,881.65,7
2024-01-01,C00639,P0115,398.99,3
2024-01-01,C00639,P0027,2914.55,4
2024-01-01,C00639,P0140,3353.45,6
2024-01-01,C00639,P0118,334.4,4
2024-01-01,C00639,P0146,1037.77,5
2024-02-01,C00639,P0115,495.25,4
2024-03-01,C00639,P0146,683.66,3
2024-04-01,C00639,P0102,490.35,1
2024-04-01,C00639,P0146,453.14,2
2024-04-01,C00639,P0042,2583.04,6
2024-04-01,C00639,P0140,583.9,1
2024-04-01,C00639,P0178,658.76,1
2024-04-01,C00639,P0027,2242.6,3
2024-05-01,C00639,P0178,2596.96,4
2024-05-01,C00639,P0146,202.7,1
2024-05-01,C00639,P0140,1143.58,2
2024-06-01,C00639,P0102,2534.27,5
2024-06-01,C00639,P0115,369.85,3
2024-06-01,C00639,P0146,1146.51,5
2024-06-01,C00639,P0027,784.45,1
2024-08-01,C00639,P0178,1378.3,2
2024-08-01,C00639,P0102,1510.61,3
2024-08-01,C00639,P0146,1561.68,7
2024-09-01,C00639,P0115,369.35,3
2024-09-01,C00639,P0140,2209.27,4
2024-10-01,C00639,P0102,1014.79,2
2024-10-01,C00639,P0178,5624.09,9
2024-10-01,C00639,P0042,1286.79,3
2024-10-01,C00639,P0115,396.61,3
2024-11-01,C00639,P0027,4681.71,6
2024-11-01,C00639,P0102,2724.62,6
2025-01-01,C00639,P0146,417.08,2
2025-01-01,C00639,P0118,167.69,2
2025-01-01,C00639,P0102,1966.66,4
2025-01-01,C00639,P0178,1333.19,2
2025-01-01,C00639,P0140,3366.28,6
2025-02-01,C00639,P0140,2360.32,4
2025-02-01,C00639,P0042,3167.22,7
2025-02-01,C00639,P0178,625.62,1
2025-02-01,C00639,P0115,634.84,5
2025-03-01,C00639,P0146,904.74,4
2025-03-01,C00639,P0042,442.09,1
2025-03-01,C00639,P0102,461.49,1
2025-04-01,C00639,P0118,515.25,6
2025-04-01,C00639,P0140,534.38,1
2025-04-01,C00639,P0146,1231.17,6
2025-04-01,C00639,P0042,3466.69,8
2025-05-01,C00639,P0115,384.36,3
2025-06-01,C00639,P0115,736.4,6
2025-06-01,C00639,P0102,1791.38,4
2025-06-01,C00639,P0146,635.13,3
2025-07-01,C00639,P0118,86.62,1
2025-07-01,C00639,P0146,607.92,3
2025-08-01,C00639,P0027,3535.58,5
2025-08-01,C00639,P0178,2630.58,4
2025-10-01,C00639,P0102,4756.39,10
2025-10-01,C00639,P0140,4226.6,8
2025-10-01,C00639,P0146,1321.64,6
2025-11-01,C00639,P0115,386.24,3
2025-12-01,C00639,P0042,1341.14,3
2025-12-01,C00639,P0140,575.36,1
2025-12-01,C00639,P0146,431.01,2
2023-02-01,C00640,P0010,6350.79,13
2023-02-01,C00640,P0079,668.26,5
2023-03-01,C00640,P0161,758.15,14
2023-04-01,C00640,P0010,14048.02,27
2023-04-01,C00640,P0047,873.97,10
2023-05-01,C00640,P0079,2080.27,15
2023-05-01,C00640,P0161,1207.39,23
2023-05-01,C00640,P0047,1232.27,16
2023-08-01,C00640,P0079,2114.51,17
2023-08-01,C00640,P0010,3536.0,8
2023-09-01,C00640,P0161,1306.94,25
2023-09-01,C00640,P0047,1439.58,16
2023-10-01,C00640,P0079,2122.99,16
2023-10-01,C00640,P0010,6234.47,14
2023-10-01,C00640,P0047,1538.43,17
2023-10-01,C00640,P0161,561.98,11
2023-11-01,C00640,P0079,2603.78,19
2023-11-01,C00640,P0047,2423.97,27
2023-11-01,C00640,P0010,3607.42,8
2023-11-01,C00640,P0161,1924.66,35
2023-12-01,C00640,P0079,1688.94,13
2023-12-01,C00640,P0161,881.69,17
2023-12-01,C00640,P0047,1144.08,13
2024-03-01,C00640,P0047,608.99,8
2024-03-01,C00640,P0161,1173.94,24
2024-03-01,C00640,P0010,4192.75,9
2024-05-01,C00640,P0047,1834.84,23
2024-05-01,C00640,P0010,5259.02,12
2024-06-01,C00640,P0047,2274.47,26
2024-06-01,C00640,P0079,542.21,4
2024-06-01,C00640,P0161,800.94,16
2024-06-01,C00640,P0010,7184.16,14
2024-07-01,C00640,P0047,1837.79,22
2024-07-01,C00640,P0079,248.98,2
2024-08-01,C00640,P0010,4500.17,10
2024-08-01,C00640,P0047,1168.18,14
2024-08-01,C00640,P0161,1254.88,24
2024-08-01,C00640,P0079,1204.61,10
2024-09-01,C00640,P0079,1112.24,8
2024-09-01,C00640,P0161,1165.83,22
2024-09-01,C00640,P0010,7745.59,17
2024-09-01,C00640,P0047,1341.8,15
2024-10-01,C00640,P0047,853.54,11
2024-10-01,C00640,P0010,9429.33,21
2024-10-01,C00640,P0161,1253.9,25
2024-10-01,C00640,P0079,1632.18,12
2024-11-01,C00640,P0161,1004.56,18
2024-11-01,C00640,P0079,2667.43,20
2024-12-01,C00640,P0079,2210.04,18
2024-12-01,C00640,P0010,5106.26,10
2024-12-01,C00640,P0047,310.12,4
2024-12-01,C00640,P0161,112.14,2
2025-03-01,C00640,P0161,1404.47,27
2025-03-01,C00640,P0047,895.19,10
2025-04-01,C00640,P0010,8835.37,20
2025-04-01,C00640,P0079,1562.34,11
2025-05-01,C00640,P0010,10349.15,21
2025-05-01,C00640,P0047,745.65,9
2025-05-01,C00640,P0161,945.31,19
2025-05-01,C00640,P0079,965.38,8
2025-06-01,C00640,P0047,2062.03,26
2025-06-01,C00640,P0010,10922.54,21
2025-06-01,C00640,P0161,1315.26,27
2025-06-01,C00640,P0079,1556.67,13
2025-07-01,C00640,P0047,323.63,4
2025-09-01,C00640,P0079,2786.44,22
2025-09-01,C00640,P0010,2436.31,5
2025-09-01,C00640,P0161,721.8,14
2025-10-01,C00640,P0079,2868.18,21
2025-10-01,C00640,P0161,798.18,17
2025-11-01,C00640,P0161,893.7,18
2025-11-01,C00640,P0079,2770.15,22
2025-11-01,C00640,P0047,2684.71,30
2025-11-01,C00640,P0010,7067.98,15
2025-12-01,C00640,P0079,639.16,5
2025-12-01,C00640,P0161,578.77,11
2025-12-01,C00640,P0047,1152.62,14
2023-03-01,C00641,P0068,918.01,7
2023-03-01,C00641,P0024,293.93,1
2023-03-01,C00641,P0178,2015.62,3
2023-04-01,C00641,P0058,51.7,1
2023-04-01,C00641,P0054,1624.53,4
2023-04-01,C00641,P0017,535.04,1
2023-05-01,C00641,P0024,960.55,3
2023-07-01,C00641,P0054,788.6,2
2023-07-01,C00641,P0178,650.05,1
2023-07-01,C00641,P0017,2634.53,5
2023-11-01,C00641,P0024,936.05,3
2023-11-01,C00641,P0017,1073.21,2
2024-02-01,C00641,P0058,157.09,3
2024-02-01,C00641,P0017,3130.11,6
2024-02-01,C00641,P0007,167.29,1
2024-03-01,C00641,P0024,650.22,2
2024-03-01,C00641,P0068,257.09,2
2024-06-01,C00641,P0145,295.45,1
2024-06-01,C00641,P0017,1479.44,3
2024-09-01,C00641,P0021,72.14,1
2024-09-01,C00641,P0123,217.87,5
2024-10-01,C00641,P0145,832.72,3
2024-10-01,C00641,P0007,479.81,3
2024-10-01,C00641,P0068,797.47,6
2024-10-01,C00641,P0024,1222.45,4
2024-11-01,C00641,P0007,1721.84,11
2024-11-01,C00641,P0123,82.4,2
2024-11-01,C00641,P0058,109.31,2
2025-04-01,C00641,P0123,85.2,2
2025-07-01,C00641,P0068,635.08,5
2023-02-01,C00642,P0129,489.31,3
2023-02-01,C00642,P0147,1185.06,4
2023-07-01,C00642,P0039,638.66,3
2023-07-01,C00642,P0129,633.57,4
2023-12-01,C00642,P0147,308.87,1
2023-12-01,C00642,P0141,239.36,1
2023-12-01,C00642,P0102,899.67,2
2023-12-01,C00642,P0067,1230.95,3
2025-01-01,C00642,P0129,374.87,2
2023-01-01,C00643,P0108,323.35,2
2023-01-01,C00643,P0140,2593.38,5
2023-02-01,C00643,P0157,2560.65,4
2023-03-01,C00643,P0009,172.45,2
2023-04-01,C00643,P0009,477.29,5
2023-04-01,C00643,P0023,533.39,1
2023-04-01,C00643,P0120,1428.46,5
2023-10-01,C00643,P0120,576.1,2
2023-02-01,C00644,P0123,46.23,1
2023-02-01,C00644,P0180,97.54,1
2023-12-01,C00644,P0133,132.55,1
2023-12-01,C00644,P0065,100.18,1
2024-03-01,C00644,P0109,372.37,3
2024-03-01,C00644,P0094,38.29,1
2024-03-01,C00644,P0080,119.21,1
2024-10-01,C00644,P0133,138.08,1
2024-10-01,C00644,P0094,37.96,1
2025-03-01,C00644,P0123,43.29,1
2025-03-01,C00644,P0065,108.04,1
2025-03-01,C00644,P0143,64.63,1
2025-03-01,C00644,P0080,227.76,2
2025-03-01,C00644,P0109,135.96,1
2025-03-01,C00644,P0012,79.84,1
2023-01-01,C00645,P0137,1885.69,8
2023-01-01,C00645,P0102,2689.64,6
2023-01-01,C00645,P0081,299.75,5
2023-02-01,C00645,P0154,1340.81,5
2023-02-01,C00645,P0081,127.04,2
2023-02-01,C00645,P0048,1618.23,4
2023-02-01,C00645,P0156,4061.58,8
2023-02-01,C00645,P0111,1563.06,6
2023-03-01,C00645,P0137,1744.98,7
2023-03-01,C00645,P0156,4139.2,8
2023-03-01,C00645,P0048,1794.57,4
2023-03-01,C00645,P0111,2650.83,10
2023-06-01,C00645,P0154,1629.49,6
2023-08-01,C00645,P0163,177.95,2
2023-08-01,C00645,P0048,2737.59,6
2023-08-01,C00645,P0081,178.84,3
2023-08-01,C00645,P0111,274.01,1
2023-08-01,C00645,P0156,3393.61,7
2023-08-01,C00645,P0102,2754.93,6
2023-09-01,C00645,P0102,4983.13,11
2023-09-01,C00645,P0081,179.32,3
2023-09-01,C00645,P0054,2300.91,6
2023-09-01,C00645,P0048,857.56,2
2023-10-01,C00645,P0156,1419.9,3
2023-10-01,C00645,P0048,2197.28,5
2023-11-01,C00645,P0048,4030.37,9
2023-11-01,C00645,P0137,491.48,2
2023-11-01,C00645,P0154,3139.49,11
2023-11-01,C00645,P0156,,5
2023-11-01,C00645,P0102,2787.46,6
2024-01-01,C00645,P0163,793.93,9
2024-01-01,C00645,P0137,1249.51,5
2024-01-01,C00645,P0048,1818.41,4
2024-01-01,C00645,P0054,761.56,2
2024-01-01,C00645,P0109,1012.9,8
2024-01-01,C00645,P0102,2445.1,5
2024-03-01,C00645,P0137,996.57,4
2024-03-01,C00645,P0156,1049.1,2
2024-03-01,C00645,P0081,121.05,2
2024-03-01,C00645,P0111,1038.35,4
2024-04-01,C00645,P0081,542.59,9
2024-05-01,C00645,P0102,4636.71,10
2024-05-01,C00645,P0156,1419.22,3
2024-06-01,C00645,P0048,2922.02,7
2024-06-01,C00645,P0156,2448.24,5
2024-06-01,C00645,P0137,908.18,4
2024-06-01,C00645,P0154,1653.24,6
2024-06-01,C00645,P0102,6149.73,13
2024-06-01,C00645,P0163,442.04,5
2024-07-01,C00645,P0054,2647.29,7
2024-07-01,C00645,P0102,3043.71,6
2024-07-01,C00645,P0081,313.09,5
2024-07-01,C00645,P0109,809.49,6
2024-07-01,C00645,P0163,663.75,7
2024-07-01,C00645,P0154,1590.83,6
2024-09-01,C00645,P0156,4110.95,8
2024-09-01,C00645,P0154,815.96,3
2024-09-01,C00645,P0137,1129.46,5
2024-10-01,C00645,P0048,847.87,2
2024-10-01,C00645,P0154,3661.95,13
2024-10-01,C00645,P0109,1709.77,14
2024-10-01,C00645,P0054,4484.09,11
2024-10-01,C00645,P0081,500.61,8
2024-10-01,C00645,P0156,5452.58,11
2024-10-01,C00645,P0137,1856.57,8
2024-11-01,C00645,P0111,1335.75,5
2024-11-01,C00645,P0081,625.44,10
2024-11-01,C00645,P0102,5229.32,11
2024-11-01,C00645,P0156,5982.59,12
2024-12-01,C00645,P0137,742.07,3
2024-12-01,C00645,P0163,94.46,1
2024-12-01,C00645,P0154,1068.45,4
2025-01-01,C00645,P0111,1015.28,4
2025-01-01,C00645,P0156,3465.11,7
2025-01-01,C00645,P0054,1940.32,5
2025-01-01,C00645,P0137,1144.57,5
2025-01-01,C00645,P0109,1207.21,9
2025-01-01,C00645,P0081,117.94,2
2025-02-01,C00645,P0054,1898.61,5
2025-02-01,C00645,P0163,261.39,3
2025-02-01,C00645,P0111,1285.7,5
2025-03-01,C00645,P0102,5348.12,11
2025-03-01,C00645,P0081,245.63,4
2025-03-01,C00645,P0156,1942.66,4
2025-03-01,C00645,P0163,586.17,6
2025-03-01,C00645,P0048,2254.33,5
2025-06-01,C00645,P0156,6208.35,12
2025-06-01,C00645,P0102,5975.23,12
2025-06-01,C00645,P0081,493.16,8
2025-06-01,C00645,P0054,2912.82,7
2025-06-01,C00645,P0163,389.8,4
2025-08-01,C00645,P0109,380.52,3
2025-08-01,C00645,P0163,447.58,5
2025-08-01,C00645,P0048,2074.96,5
2025-09-01,C00645,P0111,2203.28,8
2025-10-01,C00645,P0054,2347.51,6
2025-10-01,C00645,P0109,1215.13,9
2025-11-01,C00645,P0156,2923.34,6
2025-12-01,C00645,P0081,295.59,5
2025-12-01,C00645,P0156,1464.98,3
2025-12-01,C00645,P0137,1512.65,6
2025-12-01,C00645,P0154,1326.75,5
2025-12-01,C00645,P0054,1658.52,4
2025-12-01,C00645,P0102,2768.37,6
2025-10-01,C00646,P0042,4302.12,10
2025-10-01,C00646,P0170,537.16,13
2025-11-01,C00646,P0094,418.78,11
2025-11-01,C00646,P0170,681.33,17
2025-11-01,C00646,P0008,1164.68,4
2025-12-01,C00646,P0010,3539.48,7
2023-04-01,C00647,P0119,328.35,4
2023-04-01,C00647,P0153,293.99,5
2023-04-01,C00647,P0166,815.34,2
2023-09-01,C00647,P0121,563.17,1
2023-09-01,C00647,P0119,180.43,2
2023-09-01,C00647,P0105,114.21,1
2023-10-01,C00647,P0153,203.21,3
2024-02-01,C00647,P0121,3486.43,7
2024-02-01,C00647,P0105,367.75,3
2024-04-01,C00647,P0063,373.64,5
2024-06-01,C00647,P0153,590.41,10
2024-06-01,C00647,P0104,1267.7,2
2024-07-01,C00647,P0166,3511.13,9
2024-12-01,C00647,P0166,352.79,1
2024-12-01,C00647,P0063,79.02,1
2025-01-01,C00647,P0166,762.54,2
2025-01-01,C00647,P0121,564.89,1
2025-02-01,C00647,P0153,63.55,1
2025-02-01,C00647,P0104,1111.01,2
2025-02-01,C00647,P0166,1993.66,5
2025-06-01,C00647,P0153,67.41,1
