Month_Year,Customer_ID,SF_Activity_Count,SF_Selling_Time,SF_Activity_Time_,Activity_Type,Sales_Rep,Opportunity_Stage
2025-07-01,C00119,2,1.51,1.65,Call,Rep_19,Negotiation
2025-09-01,C00119,1,1.0,0.33,Call,Rep_02,Nurture
2025-10-01,C00119,5,2.0,2.98,Call,Rep_16,Proposal
2025-11-01,C00119,1,0.37,0.56,Account Review,Rep_21,Qualification
2023-02-01,C00120,2,1.93,0.87,Email,Rep_15,Proposal
2023-04-01,C00120,1,0.93,0.66,Call,Rep_12,Nurture
2024-01-01,C00120,2,0.6,1.29,Account Review,Rep_05,Prospecting
2024-08-01,C00120,1,0.45,0.85,Call,Rep_22,Qualification
2024-09-01,C00120,1,0.58,0.76,Call,Rep_23,Nurture
2025-04-01,C00120,1,0.98,0.21,Proposal,Rep_24,Prospecting
2025-05-01,C00120,5,4.35,3.14,Account Review,Rep_24,Closed Lost
2025-08-01,C00120,1,1.0,0.29,Call,Rep_13,Qualification
2025-09-01,C00120,2,0.59,1.43,Demo,Rep_24,Prospecting
2025-11-01,C00120,1,0.86,0.23,Call,Rep_21,Qualification
2023-01-01,C00121,3,2.49,0.71,Call,Rep_14,Closed Won
2023-02-01,C00121,4,4.26,0.72,Meeting,Rep_22,Qualification
2023-04-01,C00121,5,4.92,2.61,Call,Rep_13,Negotiation
2023-05-01,C00121,1,0.9,0.28,Call,Rep_22,Proposal
2023-06-01,C00121,3,1.4,1.96,Meeting,Rep_08,Nurture
2023-07-01,C00121,4,1.33,1.9,Proposal,Rep_21,
2023-08-01,C00121,1,1.13,0.7,Call,Rep_03,Closed Lost
2023-09-01,C00121,7,5.74,4.28,Meeting,Rep_10,
2023-10-01,C00121,4,1.97,0.62,Email,Rep_03,Nurture
2023-11-01,C00121,5,4.04,4.37,Email,Rep_25,Nurture
2024-01-01,C00121,1,0.48,0.3,Meeting,Rep_21,Proposal
2024-02-01,C00121,4,4.67,3.25,Account Review,Rep_16,Proposal
2024-03-01,C00121,4,2.05,2.29,Email,Rep_13,Proposal
2024-05-01,C00121,2,1.88,0.41,Meeting,Rep_02,Closed Won
2024-06-01,C00121,7,2.2,2.91,Meeting,Rep_19,Prospecting
2024-08-01,C00121,3,1.58,0.89,Call,Rep_19,Prospecting
2024-09-01,C00121,6,6.93,1.0,Meeting,Rep_05,Qualification
2024-10-01,C00121,1,0.47,0.55,Account Review,Rep_04,Prospecting
2024-11-01,C00121,7,7.51,1.76,Email,Rep_12,Closed Won
2025-01-01,C00121,4,1.22,2.48,Email,Rep_19,Negotiation
2025-04-01,C00121,3,2.97,2.66,Demo,Rep_17,Prospecting
2025-05-01,C00121,3,2.27,0.96,Call,Rep_14,Nurture
2025-08-01,C00121,3,1.02,1.08,Meeting,Rep_03,Negotiation
2025-09-01,C00121,2,0.76,1.06,Email,Rep_15,Negotiation
2025-12-01,C00121,3,1.27,0.92,Account Review,Rep_07,Qualification
2023-02-01,C00122,3,3.45,2.44,Call,Rep_08,Qualification
2023-03-01,C00122,1,0.57,0.6,Meeting,Rep_14,Proposal
2023-04-01,C00122,2,1.83,1.0,Demo,Rep_17,Proposal
2023-05-01,C00122,4,4.13,2.95,Meeting,Rep_23,Proposal
2023-06-01,C00122,3,0.76,1.46,Call,Rep_23,Prospecting
2023-07-01,C00122,3,0.89,1.97,Account Review,Rep_05,Qualification
2023-08-01,C00122,3,2.25,2.0,Demo,Rep_10,Proposal
2023-09-01,C00122,1,1.18,0.23,Call,Rep_05,Prospecting
2023-12-01,C00122,4,1.89,1.29,Meeting,Rep_12,Qualification
2024-01-01,C00122,1,0.62,0.39,Email,Rep_16,Prospecting
2024-03-01,C00122,1,1.01,0.58,Meeting,Rep_25,Negotiation
2024-05-01,C00122,1,0.57,0.51,Email,Rep_20,Qualification
2024-06-01,C00122,1,1.13,0.76,Proposal,Rep_14,Proposal
2024-07-01,C00122,5,5.58,1.51,Demo,Rep_12,Proposal
2024-08-01,C00122,1,0.37,0.42,Call,Rep_24,Closed Won
2024-09-01,C00122,1,0.78,0.63,Meeting,Rep_24,Closed Won
2024-10-01,C00122,3,2.44,2.56,Email,Rep_09,Closed Won
2024-11-01,C00122,5,4.06,1.01,Demo,Rep_09,Prospecting
2024-12-01,C00122,5,3.95,2.45,Call,Rep_08,Prospecting
2025-01-01,C00122,2,1.4,1.61,Meeting,Rep_11,Nurture
2025-02-01,C00122,6,2.47,4.97,Meeting,Rep_07,Prospecting
2025-04-01,C00122,1,0.87,0.27,Demo,Rep_01,
2025-06-01,C00122,4,1.71,2.95,Email,Rep_15,Negotiation
2025-07-01,C00122,2,1.71,0.81,Email,Rep_18,Proposal
2025-09-01,C00122,8,7.96,5.31,Email,Rep_05,Negotiation
2025-11-01,C00122,4,3.38,2.81,Email,Rep_09,Prospecting
2023-01-01,C00123,1,0.27,0.2,Call,Rep_14,Closed Won
2023-02-01,C00123,2,1.28,1.57,Meeting,Rep_08,Nurture
2023-03-01,C00123,2,0.83,1.4,Email,Rep_07,Qualification
2023-04-01,C00123,4,1.46,1.27,Email,Rep_25,Proposal
2023-05-01,C00123,3,1.13,2.12,Call,Rep_10,Qualification
2023-08-01,C00123,2,1.19,1.23,Proposal,Rep_12,Qualification
2023-09-01,C00123,3,1.24,0.69,Email,Rep_24,Qualification
2023-11-01,C00123,2,2.28,1.62,Call,Rep_09,Closed Won
2023-12-01,C00123,1,0.85,0.41,Meeting,Rep_03,Proposal
2024-01-01,C00123,1,0.37,0.38,Call,Rep_09,Qualification
2024-03-01,C00123,2,2.39,0.47,Call,Rep_21,Prospecting
2024-04-01,C00123,7,5.06,4.84,Email,Rep_23,Negotiation
2024-06-01,C00123,3,2.63,2.64,Call,Rep_25,Prospecting
2024-07-01,C00123,1,0.72,0.82,Email,Rep_14,Proposal
2024-09-01,C00123,3,2.56,0.7,Email,Rep_23,Proposal
2024-10-01,C00123,1,0.68,0.76,Call,Rep_04,Qualification
2024-11-01,C00123,1,1.05,0.54,Meeting,Rep_10,
2025-03-01,C00123,2,2.38,0.55,Email,Rep_04,Prospecting
2025-04-01,C00123,3,3.0,1.95,Account Review,Rep_07,Closed Lost
2025-05-01,C00123,4,2.8,2.28,Email,Rep_12,Proposal
2025-07-01,C00123,1,0.61,0.85,Email,Rep_03,Negotiation
2025-08-01,C00123,3,0.83,0.88,Call,Rep_05,Prospecting
2025-09-01,C00123,2,0.6,0.94,Call,Rep_04,Negotiation
2025-10-01,C00123,2,1.42,0.83,Call,Rep_23,Prospecting
2025-12-01,C00123,2,1.17,1.4,Call,Rep_12,Negotiation
2023-01-01,C00124,2,0.55,1.51,Meeting,Rep_05,Qualification
2023-02-01,C00124,6,4.49,2.43,Call,Rep_03,Closed Won
2023-05-01,C00124,3,1.3,2.57,Call,Rep_10,Prospecting
2023-08-01,C00124,1,0.81,0.5,Email,Rep_11,Negotiation
2023-09-01,C00124,4,2.44,2.12,Call,Rep_11,Nurture
2023-10-01,C00124,5,4.51,1.85,Call,Rep_12,Closed Lost
2023-11-01,C00124,5,3.64,2.5,Call,Rep_01,Nurture
2023-12-01,C00124,1,0.95,0.62,Email,Rep_11,Proposal
2024-01-01,C00124,2,0.91,0.8,Meeting,Rep_01,Prospecting
2024-05-01,C00124,2,1.02,0.46,Meeting,Rep_24,Negotiation
2024-07-01,C00124,3,1.94,2.35,Call,Rep_14,Proposal
2024-10-01,C00124,3,1.94,2.1,Email,Rep_05,Prospecting
2024-11-01,C00124,3,0.96,2.32,Proposal,Rep_06,Closed Lost
2024-12-01,C00124,1,0.6,0.52,Call,Rep_02,Closed Lost
2025-03-01,C00124,3,2.44,1.82,Email,Rep_12,Qualification
2025-04-01,C00124,1,1.06,0.37,Email,Rep_22,Prospecting
2025-07-01,C00124,1,1.13,0.41,Call,Rep_08,Nurture
2025-08-01,C00124,4,1.44,1.49,Meeting,Rep_04,Negotiation
2025-09-01,C00124,1,0.78,0.56,Call,Rep_05,Prospecting
2025-10-01,C00124,1,1.01,0.42,Call,Rep_07,Proposal
2025-12-01,C00124,1,0.26,0.61,Meeting,Rep_13,Nurture
2023-02-01,C00125,1,0.94,0.47,Proposal,Rep_14,Nurture
2023-03-01,C00125,1,0.3,0.79,Proposal,Rep_15,Closed Won
2023-04-01,C00125,1,1.16,0.17,Meeting,Rep_25,Prospecting
2023-05-01,C00125,4,1.57,3.12,Email,Rep_17,Closed Won
2023-09-01,C00125,3,2.32,2.26,Proposal,Rep_07,Closed Lost
2023-10-01,C00125,1,1.07,0.17,Meeting,Rep_08,Negotiation
2024-02-01,C00125,3,3.09,2.27,Email,Rep_13,Proposal
2024-04-01,C00125,3,2.51,2.6,Meeting,Rep_10,Nurture
2024-07-01,C00125,1,0.67,0.27,Demo,Rep_11,Qualification
2024-09-01,C00125,3,2.02,1.81,Account Review,Rep_05,Closed Won
2024-11-01,C00125,1,0.51,0.73,Email,Rep_02,Qualification
2024-12-01,C00125,2,1.06,1.47,Proposal,Rep_16,Closed Won
2025-01-01,C00125,2,0.56,1.03,Call,Rep_23,Qualification
2025-02-01,C00125,4,1.98,1.21,Call,Rep_22,Qualification
2025-03-01,C00125,1,0.44,0.65,Meeting,Rep_01,Prospecting
2025-04-01,C00125,1,0.6,0.52,Email,Rep_04,Nurture
2025-06-01,C00125,2,1.73,1.74,Call,Rep_25,Closed Won
2025-07-01,C00125,1,0.56,0.19,Call,Rep_09,Prospecting
2025-08-01,C00125,2,1.08,0.45,Call,Rep_02,Closed Won
2025-09-01,C00125,1,0.56,0.4,Call,Rep_15,Proposal
2025-10-01,C00125,1,0.6,0.18,Email,Rep_14,Nurture
2025-11-01,C00125,1,0.29,0.38,Call,Rep_14,Closed Won
2025-12-01,C00125,3,3.0,1.49,Account Review,Rep_18,Prospecting
2023-03-01,C00126,4,2.07,0.67,Meeting,Rep_05,Proposal
2023-07-01,C00126,3,1.44,1.08,Proposal,Rep_20,Proposal
2023-12-01,C00126,7,1.83,4.63,Demo,Rep_14,Prospecting
2024-02-01,C00126,1,0.34,0.81,Proposal,Rep_09,Closed Won
2024-05-01,C00126,1,0.64,0.19,Account Review,Rep_09,Qualification
2024-06-01,C00126,3,1.19,1.44,Meeting,Rep_07,Closed Won
2024-08-01,C00126,1,0.84,0.58,Call,Rep_02,Qualification
2025-07-01,C00126,2,2.17,1.41,Email,Rep_15,Negotiation
2025-09-01,C00126,3,1.77,0.96,Call,Rep_15,Qualification
2023-02-01,C00127,4,4.63,1.7,Account Review,Rep_03,Qualification
2023-03-01,C00127,1,0.57,0.62,Meeting,Rep_17,Qualification
2023-04-01,C00127,5,4.03,2.99,Proposal,Rep_04,Proposal
2023-06-01,C00127,3,1.07,1.99,Meeting,Rep_02,Qualification
2023-07-01,C00127,2,2.23,1.59,Email,Rep_02,Closed Lost
2023-08-01,C00127,2,1.8,0.66,Account Review,Rep_05,Closed Won
2023-09-01,C00127,2,0.85,1.33,Call,Rep_13,Qualification
2024-01-01,C00127,1,0.28,0.36,Call,Rep_13,Qualification
2024-02-01,C00127,2,1.99,0.9,Call,Rep_02,Negotiation
2024-04-01,C00127,1,0.35,0.17,Call,Rep_21,Negotiation
2024-05-01,C00127,1,0.95,0.67,Call,Rep_20,Closed Won
2024-06-01,C00127,5,4.52,1.14,Demo,Rep_11,Proposal
2024-07-01,C00127,2,2.24,1.54,Call,Rep_15,Qualification
2024-08-01,C00127,2,1.59,0.62,Meeting,Rep_25,Prospecting
2024-09-01,C00127,8,6.76,2.88,Email,Rep_17,Qualification
2024-10-01,C00127,2,0.51,0.9,Account Review,Rep_16,Proposal
2024-11-01,C00127,1,0.98,0.64,Email,Rep_03,Nurture
2025-01-01,C00127,2,2.19,1.13,Call,Rep_10,Closed Won
2025-03-01,C00127,4,3.99,0.89,Proposal,Rep_14,Negotiation
2025-06-01,C00127,2,1.43,1.55,Account Review,Rep_09,Prospecting
2025-08-01,C00127,5,5.46,1.48,Email,Rep_20,Closed Lost
2025-10-01,C00127,1,0.85,0.24,Proposal,Rep_17,Qualification
2023-01-01,C00128,4,4.01,3.33,Email,Rep_05,Prospecting
2023-03-01,C00128,2,1.39,0.59,Call,Rep_12,Nurture
2023-04-01,C00128,6,6.22,3.07,Email,Rep_05,Prospecting
2023-05-01,C00128,2,1.7,0.77,Meeting,Rep_14,Prospecting
2023-11-01,C00128,2,1.23,1.59,Call,Rep_13,Nurture
2023-12-01,C00128,2,1.12,1.53,Call,Rep_09,Closed Won
2024-01-01,C00128,1,0.38,0.89,Email,Rep_25,Negotiation
2024-02-01,C00128,6,4.76,3.6,Email,Rep_05,Qualification
2024-03-01,C00128,5,5.02,2.14,Call,Rep_10,Qualification
2024-07-01,C00128,3,1.45,0.54,Demo,Rep_09,Prospecting
2024-08-01,C00128,8,9.57,5.81,Email,Rep_13,Nurture
2024-09-01,C00128,10,9.23,5.51,Email,Rep_02,Qualification
2024-10-01,C00128,4,2.75,0.86,Demo,Rep_24,Qualification
2024-11-01,C00128,4,4.6,0.9,Call,Rep_24,Qualification
2025-01-01,C00128,1,0.7,0.65,Proposal,Rep_24,Prospecting
2025-02-01,C00128,2,1.96,1.62,Email,Rep_06,Qualification
2025-04-01,C00128,8,4.27,1.26,Email,Rep_17,Prospecting
2025-05-01,C00128,3,3.21,0.97,Demo,Rep_11,Qualification
2025-07-01,C00128,3,2.74,1.21,Call,Rep_02,Proposal
2025-08-01,C00128,2,0.95,0.91,Proposal,Rep_13,Qualification
2025-09-01,C00128,8,5.65,1.57,Demo,Rep_06,Proposal
2025-10-01,C00128,1,1.16,0.46,Meeting,Rep_11,Closed Won
2025-11-01,C00128,3,3.47,0.54,Meeting,Rep_25,Proposal
2025-12-01,C00128,10,2.95,6.01,Proposal,Rep_24,Closed Won
2023-01-01,C00129,1,0.7,0.26,Demo,Rep_17,Closed Won
2023-02-01,C00129,2,1.11,1.02,Email,Rep_20,Proposal
2023-05-01,C00129,3,1.54,2.24,Meeting,Rep_25,Qualification
2024-06-01,C00129,1,0.81,0.29,Email,Rep_23,Prospecting
2024-09-01,C00129,4,4.49,1.99,Email,Rep_20,Prospecting
2024-10-01,C00129,2,2.27,1.31,Meeting,Rep_02,Negotiation
2025-04-01,C00129,2,0.77,1.5,Meeting,Rep_18,Qualification
2025-06-01,C00129,2,2.0,0.84,Meeting,Rep_12,
2025-08-01,C00129,2,1.1,0.41,Email,Rep_22,Proposal
2025-10-01,C00129,9,3.43,7.89,Call,Rep_09,Negotiation
2023-01-01,C00130,3,3.12,2.43,Email,Rep_10,Prospecting
2023-02-01,C00130,4,2.14,1.66,Meeting,Rep_08,Qualification
2023-03-01,C00130,3,1.77,0.85,Email,Rep_16,Closed Won
2023-04-01,C00130,8,2.14,5.11,Meeting,Rep_07,Qualification
2023-05-01,C00130,5,3.51,3.62,Email,Rep_12,Qualification
2023-07-01,C00130,1,1.05,0.63,Call,Rep_18,Nurture
2023-08-01,C00130,1,0.47,0.75,Call,Rep_25,Closed Lost
2023-09-01,C00130,4,2.29,0.9,Account Review,Rep_10,Prospecting
2023-10-01,C00130,2,1.65,0.76,Demo,Rep_22,Proposal
2023-11-01,C00130,7,4.09,1.53,Meeting,Rep_07,Closed Won
2024-01-01,C00130,3,2.78,2.49,Email,Rep_06,Prospecting
2024-02-01,C00130,3,1.19,1.59,Meeting,Rep_05,Closed Won
2024-03-01,C00130,8,7.86,2.76,Email,Rep_19,Prospecting
2024-05-01,C00130,7,2.87,5.16,Call,Rep_14,Nurture
2024-06-01,C00130,3,1.93,2.36,Account Review,Rep_18,Nurture
2024-08-01,C00130,4,3.25,3.33,Call,Rep_20,Prospecting
2024-12-01,C00130,2,1.52,1.43,Meeting,Rep_05,Closed Won
2025-01-01,C00130,8,3.37,4.67,Meeting,Rep_21,Nurture
2025-04-01,C00130,8,8.5,4.88,Call,Rep_12,Prospecting
2025-05-01,C00130,2,1.1,1.6,Meeting,Rep_16,Prospecting
2025-06-01,C00130,3,1.16,1.4,Meeting,Rep_24,Negotiation
2025-07-01,C00130,7,2.63,1.72,Email,Rep_23,Qualification
2025-08-01,C00130,6,5.91,3.59,Email,Rep_16,Prospecting
2025-10-01,C00130,5,5.07,3.67,Proposal,Rep_25,Prospecting
2025-11-01,C00130,1,0.97,0.31,Demo,Rep_16,Nurture
2025-12-01,C00130,3,2.23,2.67,Call,Rep_10,Qualification
2023-03-01,C00131,1,0.72,0.26,Email,Rep_07,Prospecting
2023-04-01,C00131,6,5.68,5.26,Call,Rep_21,Prospecting
2023-06-01,C00131,9,9.87,3.67,Email,Rep_11,Prospecting
2023-08-01,C00131,3,2.98,1.4,Email,Rep_20,Qualification
2023-09-01,C00131,8,4.54,3.24,Call,Rep_14,Prospecting
2023-10-01,C00131,5,3.67,2.56,Account Review,Rep_03,Prospecting
2023-12-01,C00131,1,0.62,0.65,Email,Rep_22,Prospecting
2024-04-01,C00131,2,0.75,0.6,Call,Rep_24,Nurture
2024-05-01,C00131,5,1.6,2.64,Email,Rep_18,Prospecting
2024-07-01,C00131,4,4.4,2.9,Call,Rep_19,Prospecting
2024-08-01,C00131,2,1.45,0.58,Call,Rep_18,Closed Won
2024-12-01,C00131,1,1.19,0.49,Call,Rep_01,Proposal
2025-01-01,C00131,3,3.18,2.18,Email,Rep_09,Nurture
2025-02-01,C00131,3,1.95,1.66,Account Review,Rep_06,Qualification
2025-05-01,C00131,1,0.4,0.33,Call,Rep_11,Qualification
2025-07-01,C00131,4,1.32,1.25,Call,Rep_13,Proposal
2025-08-01,C00131,1,0.7,0.41,Email,Rep_10,Prospecting
2025-09-01,C00131,1,0.46,0.38,Call,Rep_18,Negotiation
2025-10-01,C00131,2,1.69,0.84,Call,Rep_08,Qualification
2025-11-01,C00131,2,2.32,1.01,Email,Rep_24,Proposal
2025-12-01,C00131,6,2.76,2.64,Email,Rep_17,Closed Won
2023-08-01,C00132,2,1.07,1.37,Call,Rep_14,Closed Lost
2023-09-01,C00132,2,0.58,0.63,Email,Rep_11,Proposal
2023-10-01,C00132,7,5.9,5.14,Call,Rep_25,Qualification
2023-11-01,C00132,7,2.02,4.14,Email,Rep_15,Prospecting
2024-01-01,C00132,3,3.54,1.49,Call,Rep_09,Nurture
2024-02-01,C00132,2,1.77,0.78,Account Review,Rep_11,Prospecting
2024-04-01,C00132,2,1.82,0.82,Proposal,Rep_19,Proposal
2024-05-01,C00132,1,0.56,0.68,Account Review,Rep_05,Proposal
2024-06-01,C00132,1,0.83,0.56,Email,Rep_10,Negotiation
2024-10-01,C00132,2,1.59,1.59,Meeting,Rep_21,Closed Lost
2024-11-01,C00132,2,1.24,0.46,Account Review,Rep_22,Qualification
2024-12-01,C00132,1,1.12,0.16,Meeting,Rep_09,Qualification
2025-01-01,C00132,7,5.44,2.62,Email,Rep_06,Proposal
2025-02-01,C00132,7,3.76,1.62,Meeting,Rep_03,Proposal
2025-05-01,C00132,2,0.74,1.22,Meeting,Rep_13,Negotiation
2025-06-01,C00132,8,4.0,6.14,Demo,Rep_10,Qualification
2025-07-01,C00132,3,0.82,1.7,Demo,Rep_03,Proposal
2025-12-01,C00132,1,1.18,0.79,Meeting,Rep_15,Nurture
2023-01-01,C00133,4,2.55,0.73,Email,Rep_03,Closed Won
2023-02-01,C00133,2,0.86,0.93,Demo,Rep_12,Prospecting
2023-03-01,C00133,8,9.07,4.68,Email,Rep_07,Nurture
2023-04-01,C00133,5,2.25,2.03,Email,Rep_06,Proposal
2023-05-01,C00133,2,1.14,0.43,Call,Rep_09,Qualification
2023-07-01,C00133,1,0.27,0.79,Demo,Rep_10,Closed Won
2023-08-01,C00133,5,3.75,3.29,Demo,Rep_18,Proposal
2023-10-01,C00133,7,2.74,3.2,Email,Rep_19,Qualification
2023-11-01,C00133,3,2.86,1.31,Call,Rep_23,Nurture
2024-01-01,C00133,6,1.92,3.52,Meeting,Rep_24,Prospecting
2024-02-01,C00133,5,3.8,1.56,Email,Rep_17,Closed Won
2024-03-01,C00133,2,0.62,0.83,Call,Rep_12,Nurture
2024-05-01,C00133,1,0.98,0.87,Email,Rep_01,Nurture
2024-06-01,C00133,1,0.48,0.83,Proposal,Rep_09,Closed Won
2024-07-01,C00133,1,0.4,0.29,Call,Rep_06,Closed Won
2024-09-01,C00133,3,1.12,1.63,Call,Rep_14,Prospecting
2024-10-01,C00133,2,0.8,0.91,Meeting,Rep_20,Qualification
2024-11-01,C00133,5,2.69,1.33,Email,Rep_21,Closed Won
2025-02-01,C00133,3,1.49,0.89,Account Review,Rep_21,Qualification
2025-03-01,C00133,1,1.16,0.8,Proposal,Rep_24,Qualification
2025-05-01,C00133,6,4.97,4.18,Meeting,Rep_13,Closed Won
2025-06-01,C00133,3,1.97,2.46,Email,Rep_24,Qualification
2025-07-01,C00133,4,2.77,2.89,Demo,Rep_19,Qualification
2025-09-01,C00133,4,1.25,3.59,Meeting,Rep_03,Qualification
2025-11-01,C00133,2,1.97,1.77,Call,Rep_23,Nurture
2025-12-01,C00133,1,0.52,0.69,Email,Rep_13,Qualification
2023-02-01,C00134,4,3.35,2.37,Email,Rep_06,Qualification
2023-03-01,C00134,3,1.04,1.97,Email,Rep_18,Proposal
2023-04-01,C00134,1,1.05,0.77,Account Review,Rep_24,Nurture
2023-05-01,C00134,1,0.56,0.15,Email,Rep_04,Nurture
2023-06-01,C00134,1,0.92,0.53,Call,Rep_22,Qualification
2023-08-01,C00134,2,1.33,1.15,Email,Rep_10,Proposal
2023-09-01,C00134,2,1.53,0.67,Email,Rep_22,Prospecting
2023-11-01,C00134,1,0.47,0.52,Call,Rep_11,Prospecting
2024-01-01,C00134,2,1.37,1.15,Meeting,Rep_13,Nurture
2024-02-01,C00134,4,1.84,1.05,Call,Rep_05,Qualification
2024-04-01,C00134,2,2.35,0.62,Email,Rep_21,Qualification
2024-05-01,C00134,1,0.76,0.29,Meeting,Rep_10,Qualification
2024-06-01,C00134,3,2.53,1.91,Demo,Rep_05,Qualification
2024-07-01,C00134,3,3.39,1.51,Call,Rep_08,Negotiation
2024-09-01,C00134,3,2.59,1.97,Email,Rep_12,Negotiation
2024-10-01,C00134,4,2.17,1.89,Meeting,Rep_15,Negotiation
2024-12-01,C00134,2,0.6,0.62,Email,Rep_02,Qualification
2025-02-01,C00134,2,2.25,1.8,Meeting,Rep_03,Closed Won
2025-03-01,C00134,3,2.39,0.75,Call,Rep_03,Proposal
2025-07-01,C00134,1,0.3,0.59,Meeting,Rep_24,Prospecting
2025-08-01,C00134,4,1.89,2.49,Email,Rep_25,Prospecting
2025-09-01,C00134,4,4.69,1.24,Email,Rep_21,Qualification
2025-10-01,C00134,2,1.97,0.94,Email,Rep_08,Closed Won
2025-12-01,C00134,1,0.43,0.62,Account Review,Rep_02,Proposal
2023-01-01,C00135,1,0.39,0.86,Account Review,Rep_13,Nurture
2023-02-01,C00135,1,1.08,0.17,Proposal,Rep_23,Prospecting
2023-03-01,C00135,3,2.33,2.09,Email,Rep_03,Closed Won
2023-05-01,C00135,3,3.47,1.64,Email,Rep_11,Qualification
2023-06-01,C00135,3,0.85,2.66,Email,Rep_18,Prospecting
2023-07-01,C00135,2,1.96,1.29,Call,Rep_24,Qualification
2023-08-01,C00135,1,0.95,0.69,Account Review,Rep_05,Closed Lost
2023-10-01,C00135,1,0.55,0.89,Proposal,Rep_18,Closed Lost
2023-11-01,C00135,1,0.27,0.83,Meeting,Rep_13,Prospecting
2024-01-01,C00135,1,0.65,0.9,Call,Rep_10,Prospecting
2024-02-01,C00135,10,7.0,1.62,Email,Rep_24,Proposal
2024-04-01,C00135,5,2.0,3.08,Proposal,Rep_17,Qualification
2024-05-01,C00135,1,0.49,0.35,Email,Rep_19,Nurture
2024-06-01,C00135,3,3.0,1.69,Meeting,Rep_19,Prospecting
2024-08-01,C00135,3,2.02,1.15,Email,Rep_18,Closed Won
2024-09-01,C00135,3,1.78,0.81,Demo,Rep_07,Qualification
2024-10-01,C00135,1,0.64,0.73,Meeting,Rep_21,Prospecting
2024-11-01,C00135,6,2.78,2.11,Call,Rep_12,Nurture
2024-12-01,C00135,2,1.16,1.75,Call,Rep_07,Proposal
2025-02-01,C00135,3,1.46,1.88,Call,Rep_25,Negotiation
2025-03-01,C00135,4,1.24,1.81,Call,Rep_13,Proposal
2025-04-01,C00135,1,0.9,0.69,Account Review,Rep_17,Proposal
2025-05-01,C00135,4,2.24,2.35,Meeting,Rep_16,Proposal
2025-06-01,C00135,5,5.86,4.23,Call,Rep_14,Nurture
2025-08-01,C00135,1,1.09,0.28,Meeting,Rep_20,Negotiation
2025-09-01,C00135,2,1.92,1.15,Account Review,Rep_13,Proposal
2025-10-01,C00135,1,0.59,0.35,Call,Rep_22,Prospecting
2025-11-01,C00135,3,0.93,2.4,Call,Rep_07,Closed Won
2025-12-01,C00135,7,3.41,4.14,Email,Rep_08,Proposal
2023-01-01,C00136,5,5.46,1.22,Call,Rep_04,Qualification
2023-03-01,C00136,5,4.92,1.94,Call,Rep_19,Closed Won
2023-04-01,C00136,4,3.18,2.21,Call,Rep_08,Qualification
2023-05-01,C00136,2,1.52,0.4,Call,Rep_23,Prospecting
2023-06-01,C00136,3,0.91,1.32,Call,Rep_06,Prospecting
2023-10-01,C00136,4,2.07,0.63,Call,Rep_15,Prospecting
2023-11-01,C00136,3,3.16,2.03,Account Review,Rep_24,Proposal
2024-03-01,C00136,7,1.93,2.65,Call,Rep_06,
2024-05-01,C00136,2,1.65,1.07,Account Review,Rep_10,Nurture
2024-07-01,C00136,2,0.77,0.87,Call,Rep_08,Prospecting
2024-08-01,C00136,1,0.31,0.57,Call,Rep_14,Proposal
2024-09-01,C00136,3,1.55,2.3,Email,Rep_24,Qualification
2024-12-01,C00136,2,2.34,1.62,Account Review,Rep_06,Proposal
2025-05-01,C00136,3,2.43,1.38,Proposal,Rep_21,Nurture
2025-12-01,C00136,5,5.2,1.65,Call,Rep_08,Proposal
2023-02-01,C00137,2,1.2,0.57,Meeting,Rep_11,Closed Won
2023-04-01,C00137,2,2.29,0.34,Email,Rep_05,Nurture
2023-05-01,C00137,6,3.42,2.59,Meeting,Rep_06,Qualification
2023-06-01,C00137,9,7.73,5.57,Meeting,Rep_01,Proposal
2023-07-01,C00137,3,2.78,1.82,Email,Rep_22,Prospecting
2023-08-01,C00137,1,0.52,0.84,Call,Rep_01,Prospecting
2023-09-01,C00137,1,0.76,0.48,Email,Rep_15,Proposal
2023-10-01,C00137,7,4.23,1.82,Email,Rep_04,Proposal
2023-11-01,C00137,1,1.1,0.45,Email,Rep_01,Closed Won
2023-12-01,C00137,3,2.93,1.32,Email,Rep_09,Prospecting
2024-01-01,C00137,3,2.37,2.36,Email,Rep_21,Closed Lost
2024-02-01,C00137,1,1.02,0.2,Account Review,Rep_23,Nurture
2024-03-01,C00137,2,1.73,0.88,Email,Rep_06,Prospecting
2024-04-01,C00137,3,2.24,2.61,Email,Rep_11,Closed Won
2024-05-01,C00137,6,3.28,2.9,Proposal,Rep_09,Closed Won
2024-06-01,C00137,2,1.89,0.58,Call,Rep_12,Nurture
2024-07-01,C00137,4,3.01,3.52,Account Review,Rep_05,Qualification
2024-08-01,C00137,1,1.08,0.6,Proposal,Rep_08,Closed Lost
2024-10-01,C00137,4,2.15,1.87,Email,Rep_20,Qualification
2024-12-01,C00137,1,0.99,0.47,Call,Rep_11,Prospecting
2025-03-01,C00137,2,1.02,0.73,Call,Rep_22,Closed Won
2025-05-01,C00137,1,0.49,0.53,Call,Rep_06,Negotiation
2025-06-01,C00137,6,6.49,5.29,Meeting,Rep_15,Negotiation
2025-07-01,C00137,1,0.72,0.39,Call,Rep_05,Proposal
2025-08-01,C00137,1,1.12,0.16,Call,Rep_05,Closed Won
2025-09-01,C00137,2,1.1,1.35,Email,Rep_03,Prospecting
