ID_Customer,Sales,Units,order_lines,active_purchase_months,distinct_products,prd_line_coverage,prd_grp_1_coverage,prd_grp_2_coverage,prd_grp_3_coverage,customer_first_active_date,customer_last_active_date,prd_line_coverage_pct,prd_grp_1_coverage_pct,prd_grp_2_coverage_pct,prd_grp_3_coverage_pct,avg_order_line_value,avg_unit_price_realized,first_YM,last_YM,first_YM_ORD,last_YM_ORD,active_months,active_in_last_3m,active_in_last_6m,active_in_last_12m,max_consec_active_months,current_consec_active_months,avg_inactive_gap_months,max_inactive_gap_months,lifetime_months,months_since_last_purchase,activity_ratio_lifetime,is_inactive_6m,is_inactive_12m,avg_monthly_revenue,historical_ltv,purchase_freq_per_year,R_recency_m,F_frequency_m,M_sales,sales_value_segment,recency_segment,sf_first_YM,sf_last_YM,sf_first_YM_ORD,sf_last_YM_ORD,sf_active_months,sf_active_in_last_3m,sf_active_in_last_6m,sf_active_in_last_12m,sf_max_consec_active_months,sf_current_consec_active_months,sf_avg_inactive_gap_months,sf_max_inactive_gap_months,sf_total_events,sf_total_selling_time,sf_total_activity_time,sf_distinct_activity_types,sf_distinct_reps,sf_lifetime_months,sf_months_since_last_event,sf_activity_ratio_lifetime,sf_events_per_active_month,has_salesforce_activity,sales_without_recent_sf_activity,sf_activity_without_recent_sales
C00347,13906.26,42,29,13,7,4,4,7,7,2023-04-01,2025-09-01,0.5714285714285714,0.6666666666666666,0.3888888888888889,0.2,479.52620689655174,331.1014285714286,2023-04,2025-09,639,668,13,1,1,1,4.0,1.0,1.4166666666666667,5.0,30,3,0.43333333333333335,0,0,463.54200000000003,13906.26,5.2,3,13,13906.26,Mid Value,Recent,2023-01,2025-11,636,670,15,1,1,1,5.0,5.0,1.4285714285714286,6.0,42,29.9,23.72,6,10,35,1,0.42857142857142855,2.8,1,0,0
C00348,311587.15,885,81,26,7,6,4,6,6,2023-01-01,2025-12-01,0.8571428571428571,0.6666666666666666,0.3333333333333333,0.17142857142857143,3846.754938271605,352.07587570621473,2023-01,2025-12,636,671,26,1,1,1,13.0,2.0,0.4,5.0,36,0,0.7222222222222222,0,0,8655.198611111111,311587.15,8.666666666666666,0,26,311587.15,Top Value,Very Recent,2023-02,2025-12,637,671,20,1,1,1,8.0,1.0,0.7894736842105263,6.0,77,56.41,38.58,5,15,35,0,0.5714285714285714,3.85,1,0,0
C00349,11287.699999999999,23,16,7,7,5,4,6,7,2023-06-01,2025-07-01,0.7142857142857143,0.6666666666666666,0.3333333333333333,0.2,705.4812499999999,490.76956521739123,2023-06,2025-07,641,666,7,0,1,1,3.0,3.0,3.1666666666666665,7.0,26,5,0.2692307692307692,0,0,434.14230769230767,11287.699999999999,3.230769230769231,5,7,11287.699999999999,Mid Value,Cooling,2023-02,2025-10,637,669,12,1,1,1,3.0,1.0,1.9090909090909092,10.0,30,26.18,16.78,5,8,33,2,0.36363636363636365,2.5,1,0,0
C00350,38235.79,91,21,8,7,4,5,6,6,2024-07-01,2025-11-01,0.5714285714285714,0.8333333333333334,0.3333333333333333,0.17142857142857143,1820.7519047619048,420.1735164835165,2024-07,2025-11,654,670,8,1,1,1,3.0,3.0,1.2857142857142858,3.0,17,1,0.47058823529411764,0,0,2249.164117647059,38235.79,5.647058823529411,1,8,38235.79,High Value,Very Recent,2023-01,2025-12,636,671,26,1,1,1,7.0,6.0,0.4,3.0,65,55.300000000000004,35.37,6,17,36,0,0.7222222222222222,2.5,1,0,0
C00351,3940.95,12,6,3,5,5,1,3,4,2023-03-01,2023-11-01,0.7142857142857143,0.16666666666666666,0.16666666666666666,0.11428571428571428,656.8249999999999,328.41249999999997,2023-03,2023-11,638,646,3,0,0,0,1.0,1.0,3.0,5.0,9,25,0.3333333333333333,1,1,437.8833333333333,3940.95,4.0,25,3,3940.95,Low Value,Inactive,2023-01,2025-12,636,671,24,1,1,1,6.0,6.0,0.5217391304347826,2.0,58,52.19,30.37,5,16,36,0,0.6666666666666666,2.4166666666666665,1,0,1
C00352,28236.21,153,26,13,7,5,3,5,7,2023-02-01,2025-04-01,0.7142857142857143,0.5,0.2777777777777778,0.2,1086.008076923077,184.55039215686273,2023-02,2025-04,637,663,13,0,0,1,10.0,1.0,1.1666666666666667,8.0,27,8,0.48148148148148145,1,0,1045.7855555555554,28236.21,5.777777777777778,8,13,28236.21,High Value,Inactive,2023-02,2025-09,637,668,17,1,1,1,4.0,2.0,0.9375,3.0,50,38.27,28.03,6,14,32,3,0.53125,2.9411764705882355,1,0,1
C00353,11056.26,29,15,6,8,6,4,5,7,2023-04-01,2025-07-01,0.8571428571428571,0.6666666666666666,0.2777777777777778,0.2,737.0840000000001,381.2503448275862,2023-04,2025-07,639,666,6,0,1,1,2.0,2.0,4.4,13.0,28,5,0.21428571428571427,0,0,394.86642857142857,11056.26,2.571428571428571,5,6,11056.26,Mid Value,Cooling,2023-02,2024-05,637,652,5,0,0,0,2.0,1.0,2.75,5.0,10,8.0,5.76,3,5,16,19,0.3125,2.0,1,1,0
C00354,2218.26,12,10,7,8,5,5,6,7,2023-02-01,2025-11-01,0.7142857142857143,0.8333333333333334,0.3333333333333333,0.2,221.82600000000002,184.85500000000002,2023-02,2025-11,637,670,7,1,1,1,3.0,1.0,4.5,23.0,34,1,0.20588235294117646,0,0,65.2429411764706,2218.26,2.4705882352941173,1,7,2218.26,Low Value,Very Recent,2023-02,2025-12,637,671,22,1,1,1,5.0,2.0,0.6190476190476191,3.0,58,40.16,33.72,5,15,35,0,0.6285714285714286,2.6363636363636362,1,0,0
C00355,27583.43,117,21,10,9,5,4,7,9,2024-03-01,2025-11-01,0.7142857142857143,0.6666666666666666,0.3888888888888889,0.2571428571428571,1313.4966666666667,235.75581196581197,2024-03,2025-11,650,670,10,1,1,1,2.0,1.0,1.2222222222222223,4.0,21,1,0.47619047619047616,0,0,1313.4966666666667,27583.43,5.714285714285714,1,10,27583.43,High Value,Very Recent,2023-01,2025-12,636,671,24,1,1,1,4.0,4.0,0.5217391304347826,2.0,57,41.37,31.27,6,13,36,0,0.6666666666666666,2.375,1,0,0
C00356,16177.33,58,15,7,9,5,5,8,8,2023-02-01,2025-11-01,0.7142857142857143,0.8333333333333334,0.4444444444444444,0.22857142857142856,1078.4886666666666,278.9194827586207,2023-02,2025-11,637,670,7,1,1,1,3.0,1.0,4.5,12.0,34,1,0.20588235294117646,0,0,475.8038235294118,16177.33,2.4705882352941173,1,7,16177.33,Mid Value,Very Recent,2023-09,2025-11,644,670,6,1,1,1,1.0,1.0,4.2,9.0,20,8.72,10.120000000000001,3,5,27,1,0.2222222222222222,3.3333333333333335,1,0,0
C00357,4363.7,25,13,7,7,5,3,4,5,2025-02-01,2025-10-01,0.7142857142857143,0.5,0.2222222222222222,0.14285714285714285,335.66923076923075,174.548,2025-02,2025-10,661,669,7,1,1,1,4.0,3.0,0.3333333333333333,2.0,9,2,0.7777777777777778,0,0,484.85555555555555,4363.7,9.333333333333334,2,7,4363.7,Low Value,Recent,2023-02,2025-12,637,671,26,1,1,1,11.0,4.0,0.36,3.0,70,51.94,37.21,6,16,35,0,0.7428571428571429,2.6923076923076925,1,0,0
C00358,50896.19,124,24,11,5,4,3,5,5,2023-12-01,2025-11-01,0.5714285714285714,0.5,0.2777777777777778,0.14285714285714285,2120.6745833333334,410.45314516129037,2023-12,2025-11,647,670,11,1,1,1,3.0,2.0,1.3,8.0,24,1,0.4583333333333333,0,0,2120.6745833333334,50896.19,5.5,1,11,50896.19,High Value,Very Recent,2023-04,2025-12,639,671,26,1,1,1,7.0,7.0,0.28,2.0,73,56.56,37.87,6,17,33,0,0.7878787878787878,2.8076923076923075,1,0,0
C00359,20818.59,175,21,10,8,5,5,6,6,2023-01-01,2025-11-01,0.7142857142857143,0.8333333333333334,0.3333333333333333,0.17142857142857143,991.3614285714286,118.96337142857143,2023-01,2025-11,636,670,10,1,1,1,2.0,1.0,2.7777777777777777,8.0,35,1,0.2857142857142857,0,0,594.8168571428572,20818.59,3.428571428571429,1,10,20818.59,High Value,Very Recent,2023-02,2025-11,637,670,7,1,1,1,2.0,1.0,4.5,9.0,23,14.49,12.23,5,6,34,1,0.20588235294117646,3.2857142857142856,1,0,0
C00360,4783.49,20,7,3,5,4,4,4,4,2023-11-01,2024-11-01,0.5714285714285714,0.6666666666666666,0.2222222222222222,0.11428571428571428,683.3557142857143,239.1745,2023-11,2024-11,646,658,3,0,0,0,1.0,1.0,5.0,6.0,13,13,0.23076923076923078,1,1,367.9607692307692,4783.49,2.7692307692307696,13,3,4783.49,Low Value,Inactive,2023-02,2025-10,637,669,11,1,1,1,3.0,1.0,2.2,5.0,25,14.91,13.25,6,10,33,2,0.3333333333333333,2.272727272727273,1,0,1
C00361,68095.29,170,32,16,9,6,5,8,8,2023-09-01,2025-12-01,0.8571428571428571,0.8333333333333334,0.4444444444444444,0.22857142857142856,2127.9778125,400.56052941176466,2023-09,2025-12,644,671,16,1,1,1,5.0,1.0,0.8,3.0,28,0,0.5714285714285714,0,0,2431.9746428571425,68095.29,6.857142857142857,0,16,68095.29,Top Value,Very Recent,2023-01,2025-12,636,671,23,1,1,1,7.0,3.0,0.5909090909090909,5.0,89,66.71,44.61,5,15,36,0,0.6388888888888888,3.869565217391304,1,0,0
C00362,438918.04,1660,92,28,13,7,3,6,10,2023-02-01,2025-12-01,1.0,0.5,0.3333333333333333,0.2857142857142857,4770.848260869565,264.4084578313253,2023-02,2025-12,637,671,28,1,1,1,10.0,10.0,0.25925925925925924,2.0,35,0,0.8,0,0,12540.515428571429,438918.04,9.6,0,28,438918.04,Top Value,Very Recent,2023-01,2025-12,636,671,24,1,1,1,8.0,4.0,0.5217391304347826,3.0,120,90.54,60.99,6,16,36,0,0.6666666666666666,5.0,1,0,0
C00363,4673.9400000000005,20,17,9,9,6,5,7,8,2023-03-01,2025-12-01,0.8571428571428571,0.8333333333333334,0.3888888888888889,0.22857142857142856,274.9376470588236,233.69700000000003,2023-03,2025-12,638,671,9,1,1,1,2.0,1.0,3.125,10.0,34,0,0.2647058823529412,0,0,137.4688235294118,4673.9400000000005,3.176470588235294,0,9,4673.9400000000005,Low Value,Very Recent,2023-12,2025-11,647,670,7,1,1,1,3.0,1.0,2.8333333333333335,10.0,17,15.43,10.32,3,5,24,1,0.2916666666666667,2.4285714285714284,1,0,0
C00364,17109.010000000002,113,23,10,9,5,4,6,7,2023-03-01,2025-03-01,0.7142857142857143,0.6666666666666666,0.3333333333333333,0.2,743.8700000000001,151.40716814159293,2023-03,2025-03,638,662,10,0,0,1,4.0,1.0,1.6666666666666667,4.0,25,9,0.4,1,0,684.3604,17109.010000000002,4.8,9,10,17109.010000000002,Mid Value,Inactive,2023-01,2025-10,636,669,21,1,1,1,3.0,2.0,0.65,3.0,65,52.13,35.2,5,12,34,2,0.6176470588235294,3.0952380952380953,1,0,1
C00365,6721.83,34,19,9,5,3,4,4,5,2023-02-01,2025-09-01,0.42857142857142855,0.6666666666666666,0.2222222222222222,0.14285714285714285,353.7805263157895,197.70088235294116,2023-02,2025-09,637,668,9,1,1,1,2.0,1.0,2.875,7.0,32,3,0.28125,0,0,210.0571875,6721.83,3.375,3,9,6721.83,Low Value,Recent,2023-11,2025-10,646,669,9,1,1,1,2.0,1.0,1.875,4.0,31,19.63,17.32,4,9,24,2,0.375,3.4444444444444446,1,0,0
C00366,12506.59,29,20,11,9,6,5,6,8,2023-01-01,2025-05-01,0.8571428571428571,0.8333333333333334,0.3333333333333333,0.22857142857142856,625.3295,431.261724137931,2023-01,2025-05,636,664,11,0,0,1,2.0,2.0,1.8,8.0,29,7,0.3793103448275862,1,0,431.261724137931,12506.59,4.551724137931035,7,11,12506.59,Mid Value,Inactive,2023-07,2024-11,642,658,8,0,0,0,2.0,1.0,1.2857142857142858,3.0,26,15.040000000000001,17.84,5,6,17,13,0.47058823529411764,3.25,1,0,0
C00367,5720.29,20,5,2,3,3,3,3,3,2024-06-01,2025-03-01,0.42857142857142855,0.5,0.16666666666666666,0.08571428571428572,1144.058,286.0145,2024-06,2025-03,653,662,2,0,0,1,1.0,1.0,8.0,8.0,10,9,0.2,1,0,572.029,5720.29,2.4,9,2,5720.29,Low Value,Inactive,2023-02,2025-10,637,669,10,1,1,1,3.0,1.0,2.5555555555555554,6.0,23,12.74,11.33,6,10,33,2,0.30303030303030304,2.3,1,0,1
C00368,16455.55,57,30,15,8,6,4,6,7,2023-02-01,2025-12-01,0.8571428571428571,0.6666666666666666,0.3333333333333333,0.2,548.5183333333333,288.69385964912277,2023-02,2025-12,637,671,15,1,1,1,4.0,1.0,1.4285714285714286,8.0,35,0,0.42857142857142855,0,0,470.1585714285714,16455.55,5.142857142857143,0,15,16455.55,Mid Value,Very Recent,2023-01,2025-12,636,671,20,1,1,1,4.0,1.0,0.8421052631578947,3.0,74,55.510000000000005,38.49,6,16,36,0,0.5555555555555556,3.7,1,0,0
C00369,19928.89,51,32,13,5,4,4,4,4,2023-02-01,2025-03-01,0.5714285714285714,0.6666666666666666,0.2222222222222222,0.11428571428571428,622.7778125,390.76254901960783,2023-02,2025-03,637,662,13,0,0,1,5.0,1.0,1.0833333333333333,4.0,26,9,0.5,1,0,766.4957692307692,19928.89,6.0,9,13,19928.89,High Value,Inactive,2023-02,2025-12,637,671,21,1,1,1,6.0,2.0,0.7,3.0,70,49.31,29.2,6,14,35,0,0.6,3.3333333333333335,1,0,1
C00370,1570.94,11,6,4,4,4,3,3,3,2023-01-01,2023-06-01,0.5714285714285714,0.5,0.16666666666666666,0.08571428571428572,261.8233333333333,142.81272727272727,2023-01,2023-06,636,641,4,0,0,0,2.0,1.0,0.6666666666666666,1.0,6,30,0.6666666666666666,1,1,261.8233333333333,1570.94,8.0,30,4,1570.94,Low Value,Inactive,2023-01,2025-11,636,670,23,1,1,1,6.0,3.0,0.5454545454545454,2.0,58,43.76,36.31,6,15,35,1,0.6571428571428571,2.5217391304347827,1,0,1
C00371,81334.91,341,24,13,5,4,4,4,5,2023-01-01,2025-10-01,0.5714285714285714,0.6666666666666666,0.2222222222222222,0.14285714285714285,3388.9545833333336,238.51879765395896,2023-01,2025-10,636,669,13,1,1,1,5.0,1.0,1.75,9.0,34,2,0.38235294117647056,0,0,2392.203235294118,81334.91,4.588235294117647,2,13,81334.91,Top Value,Recent,2023-02,2025-08,637,667,13,0,1,1,5.0,2.0,1.5,6.0,46,26.37,24.59,5,10,31,4,0.41935483870967744,3.5384615384615383,1,0,0
C00372,21575.03,121,22,10,7,6,4,5,5,2023-01-01,2025-03-01,0.8571428571428571,0.6666666666666666,0.2777777777777778,0.14285714285714285,980.6831818181818,178.30603305785124,2023-01,2025-03,636,662,10,0,0,1,3.0,1.0,1.8888888888888888,8.0,27,9,0.37037037037037035,1,0,799.0751851851851,21575.03,4.444444444444445,9,10,21575.03,High Value,Inactive,2023-01,2025-11,636,670,19,1,1,1,6.0,1.0,0.8888888888888888,3.0,49,36.95,19.91,5,15,35,1,0.5428571428571428,2.5789473684210527,1,0,1
C00373,23025.85,86,26,12,4,3,2,4,4,2023-02-01,2025-12-01,0.42857142857142855,0.3333333333333333,0.2222222222222222,0.11428571428571428,885.6096153846154,267.7424418604651,2023-02,2025-12,637,671,12,1,1,1,4.0,1.0,2.090909090909091,11.0,35,0,0.34285714285714286,0,0,657.8814285714285,23025.85,4.114285714285715,0,12,23025.85,High Value,Very Recent,2023-03,2025-10,638,669,21,1,1,1,7.0,1.0,0.55,4.0,75,53.46,46.21,5,12,32,2,0.65625,3.5714285714285716,1,0,0
C00374,32219.34,183,21,8,10,6,5,8,10,2023-08-01,2025-09-01,0.8571428571428571,0.8333333333333334,0.4444444444444444,0.2857142857142857,1534.2542857142857,176.06196721311474,2023-08,2025-09,643,668,8,1,1,1,2.0,1.0,2.5714285714285716,8.0,26,3,0.3076923076923077,0,0,1239.2053846153847,32219.34,3.6923076923076925,3,8,32219.34,High Value,Recent,2023-06,2025-09,641,668,13,1,1,1,4.0,1.0,1.25,4.0,38,28.8,23.44,4,11,28,3,0.4642857142857143,2.923076923076923,1,0,0
C00375,4555.26,20,19,10,9,4,4,6,7,2023-01-01,2025-12-01,0.5714285714285714,0.6666666666666666,0.3333333333333333,0.2,239.75052631578947,227.763,2023-01,2025-12,636,671,10,1,1,1,2.0,1.0,2.888888888888889,7.0,36,0,0.2777777777777778,0,0,126.53500000000001,4555.26,3.3333333333333335,0,10,4555.26,Low Value,Very Recent,2023-03,2025-10,638,669,13,1,1,1,3.0,1.0,1.5833333333333333,8.0,49,29.72,27.55,6,11,32,2,0.40625,3.769230769230769,1,0,0
C00376,5399.84,18,6,4,4,3,3,4,4,2023-04-01,2023-09-01,0.42857142857142855,0.5,0.2222222222222222,0.11428571428571428,899.9733333333334,299.99111111111114,2023-04,2023-09,639,644,4,0,0,0,2.0,2.0,0.6666666666666666,1.0,6,27,0.6666666666666666,1,1,899.9733333333334,5399.84,8.0,27,4,5399.84,Low Value,Inactive,2023-01,2025-12,636,671,25,1,1,1,5.0,4.0,0.4583333333333333,2.0,58,44.14,25.78,6,17,36,0,0.6944444444444444,2.32,1,0,1
C00377,44884.97,217,91,26,10,7,6,9,10,2023-02-01,2025-11-01,1.0,1.0,0.5,0.2857142857142857,493.24142857142857,206.84317972350232,2023-02,2025-11,637,670,26,1,1,1,10.0,1.0,0.32,2.0,34,1,0.7647058823529411,0,0,1320.1461764705882,44884.97,9.176470588235293,1,26,44884.97,High Value,Very Recent,2023-01,2025-11,636,670,27,1,1,1,8.0,2.0,0.3076923076923077,2.0,128,93.94,65.01,6,15,35,1,0.7714285714285715,4.7407407407407405,1,0,0
C00378,6004.92,16,12,4,9,6,3,6,8,2023-04-01,2025-04-01,0.8571428571428571,0.5,0.3333333333333333,0.22857142857142856,500.41,375.3075,2023-04,2025-04,639,663,4,0,0,1,1.0,1.0,7.0,19.0,25,8,0.16,1,0,240.1968,6004.92,1.92,8,4,6004.92,Low Value,Inactive,2023-01,2025-12,636,671,18,1,1,1,4.0,2.0,1.0588235294117647,5.0,45,27.3,20.66,6,15,36,0,0.5,2.5,1,0,1
C00379,28901.46,93,38,18,6,4,3,5,6,2023-03-01,2025-12-01,0.5714285714285714,0.5,0.2777777777777778,0.17142857142857143,760.5647368421053,310.7683870967742,2023-03,2025-12,638,671,18,1,1,1,6.0,6.0,0.9411764705882353,5.0,34,0,0.5294117647058824,0,0,850.0429411764705,28901.46,6.352941176470588,0,18,28901.46,High Value,Very Recent,2023-02,2025-12,637,671,26,1,1,1,6.0,5.0,0.36,3.0,103,84.08,61.76,6,18,35,0,0.7428571428571429,3.9615384615384617,1,0,0
C00380,5414.4,8,6,3,5,4,4,4,4,2023-08-01,2024-07-01,0.5714285714285714,0.6666666666666666,0.2222222222222222,0.11428571428571428,902.4,676.8,2023-08,2024-07,643,654,3,0,0,0,1.0,1.0,4.5,8.0,12,17,0.25,1,1,451.2,5414.4,3.0,17,3,5414.4,Low Value,Inactive,2023-01,2025-11,636,670,23,1,1,1,5.0,4.0,0.5454545454545454,2.0,58,40.51,28.05,5,13,35,1,0.6571428571428571,2.5217391304347827,1,0,1
C00381,6037.51,15,6,4,5,3,3,5,5,2023-06-01,2024-05-01,0.42857142857142855,0.5,0.2777777777777778,0.14285714285714285,1006.2516666666667,402.5006666666667,2023-06,2024-05,641,652,4,0,0,0,3.0,1.0,2.6666666666666665,8.0,12,19,0.3333333333333333,1,1,503.12583333333333,6037.51,4.0,19,4,6037.51,Low Value,Inactive,2023-01,2025-12,636,671,22,1,1,1,6.0,3.0,0.6666666666666666,4.0,58,45.71,37.97,4,14,36,0,0.6111111111111112,2.6363636363636362,1,0,1
C00382,11589.630000000001,56,20,8,8,3,6,7,7,2023-02-01,2024-09-01,0.42857142857142855,1.0,0.3888888888888889,0.2,579.4815000000001,206.9576785714286,2023-02,2024-09,637,656,8,0,0,0,3.0,1.0,1.7142857142857142,6.0,20,15,0.4,1,1,579.4815000000001,11589.630000000001,4.8,15,8,11589.630000000001,Mid Value,Inactive,2023-02,2025-11,637,670,14,1,1,1,2.0,2.0,1.5384615384615385,6.0,40,34.04,20.88,6,10,34,1,0.4117647058823529,2.857142857142857,1,0,1
C00383,364077.1,1298,85,28,5,3,3,5,5,2023-02-01,2025-11-01,0.42857142857142855,0.5,0.2777777777777778,0.14285714285714285,4283.259999999999,280.4908320493066,2023-02,2025-11,637,670,28,1,1,1,9.0,3.0,0.2222222222222222,1.0,34,1,0.8235294117647058,0,0,10708.15,364077.1,9.88235294117647,1,28,364077.1,Top Value,Very Recent,2023-02,2025-11,637,670,25,1,1,1,9.0,1.0,0.375,3.0,96,60.49,46.22,6,15,34,1,0.7352941176470589,3.84,1,0,0
C00384,20153.42,73,38,18,5,5,4,5,5,2023-10-01,2025-12-01,0.7142857142857143,0.6666666666666666,0.2777777777777778,0.14285714285714285,530.3531578947368,276.07424657534244,2023-10,2025-12,645,671,18,1,1,1,4.0,4.0,0.5294117647058824,2.0,27,0,0.6666666666666666,0,0,746.4229629629629,20153.42,8.0,0,18,20153.42,High Value,Very Recent,2023-01,2025-12,636,671,32,1,1,1,17.0,17.0,0.12903225806451613,1.0,103,81.64,58.01,5,19,36,0,0.8888888888888888,3.21875,1,0,0
C00385,21839.63,86,17,8,8,4,4,8,8,2023-01-01,2025-11-01,0.5714285714285714,0.6666666666666666,0.4444444444444444,0.22857142857142856,1284.6841176470589,253.94918604651164,2023-01,2025-11,636,670,8,1,1,1,2.0,2.0,3.857142857142857,12.0,35,1,0.22857142857142856,0,0,623.9894285714286,21839.63,2.742857142857143,1,8,21839.63,High Value,Very Recent,2023-10,2025-11,645,670,10,1,1,1,2.0,1.0,1.7777777777777777,5.0,35,19.560000000000002,20.47,5,7,26,1,0.38461538461538464,3.5,1,0,0
C00386,11170.699999999999,33,15,7,4,3,4,4,4,2023-02-01,2025-11-01,0.42857142857142855,0.6666666666666666,0.2222222222222222,0.11428571428571428,744.7133333333333,338.5060606060606,2023-02,2025-11,637,670,7,1,1,1,2.0,1.0,4.5,19.0,34,1,0.20588235294117646,0,0,328.54999999999995,11170.699999999999,2.4705882352941173,1,7,11170.699999999999,Mid Value,Very Recent,2023-01,2025-05,636,664,7,0,0,1,2.0,1.0,3.6666666666666665,19.0,32,21.169999999999998,21.21,4,6,29,7,0.2413793103448276,4.571428571428571,1,1,0
C00387,34274.4,71,16,7,10,5,4,7,8,2023-03-01,2025-05-01,0.7142857142857143,0.6666666666666666,0.3888888888888889,0.22857142857142856,2142.15,482.7380281690141,2023-03,2025-05,638,664,7,0,0,1,3.0,1.0,3.3333333333333335,10.0,27,7,0.25925925925925924,1,0,1269.4222222222222,34274.4,3.111111111111111,7,7,34274.4,High Value,Inactive,2023-02,2025-06,637,665,8,0,1,1,2.0,1.0,3.0,5.0,17,7.03,11.770000000000001,4,6,29,6,0.27586206896551724,2.125,1,0,1
C00388,20161.6,67,42,21,6,4,4,6,6,2023-02-01,2025-12-01,0.5714285714285714,0.6666666666666666,0.3333333333333333,0.17142857142857143,480.0380952380952,300.9194029850746,2023-02,2025-12,637,671,21,1,1,1,10.0,10.0,0.7,3.0,35,0,0.6,0,0,576.0457142857142,20161.6,7.2,0,21,20161.6,High Value,Very Recent,2023-02,2025-12,637,671,24,1,1,1,12.0,3.0,0.4782608695652174,4.0,92,67.19,51.57,5,14,35,0,0.6857142857142857,3.8333333333333335,1,0,0
C00389,709373.65,2000,110,28,9,5,4,7,8,2023-01-01,2025-12-01,0.7142857142857143,0.6666666666666666,0.3888888888888889,0.22857142857142856,6448.851363636364,354.686825,2023-01,2025-12,636,671,28,1,1,1,8.0,1.0,0.2962962962962963,3.0,36,0,0.7777777777777778,0,0,19704.82361111111,709373.65,9.333333333333334,0,28,709373.65,Top Value,Very Recent,2023-03,2025-12,638,671,28,1,1,1,18.0,1.0,0.2222222222222222,3.0,123,90.7,63.34,6,18,34,0,0.8235294117647058,4.392857142857143,1,0,0
C00390,4469.09,20,13,6,6,4,3,6,6,2024-03-01,2025-11-01,0.5714285714285714,0.5,0.3333333333333333,0.17142857142857143,343.7761538461539,223.4545,2024-03,2025-11,650,670,6,1,1,1,2.0,1.0,3.0,7.0,21,1,0.2857142857142857,0,0,212.81380952380954,4469.09,3.4285714285714284,1,6,4469.09,Low Value,Very Recent,2023-02,2025-11,637,670,10,1,1,1,1.0,1.0,2.6666666666666665,8.0,36,18.759999999999998,17.04,4,8,34,1,0.29411764705882354,3.6,1,0,0
C00391,5379.65,22,11,5,8,5,4,8,8,2023-01-01,2024-11-01,0.7142857142857143,0.6666666666666666,0.4444444444444444,0.22857142857142856,489.05909090909086,244.52954545454543,2023-01,2024-11,636,658,5,0,0,0,1.0,1.0,4.5,8.0,23,13,0.21739130434782608,1,1,233.8978260869565,5379.65,2.608695652173913,13,5,5379.65,Low Value,Inactive,2023-01,2025-12,636,671,27,1,1,1,14.0,4.0,0.34615384615384615,4.0,65,40.07,36.9,6,15,36,0,0.75,2.4074074074074074,1,0,1
C00392,3762.38,21,19,7,6,5,3,5,6,2023-01-01,2025-01-01,0.7142857142857143,0.5,0.2777777777777778,0.17142857142857143,198.02,179.16095238095238,2023-01,2025-01,636,660,7,0,0,1,2.0,1.0,3.0,6.0,25,11,0.28,1,0,150.4952,3762.38,3.36,11,7,3762.38,Low Value,Inactive,2023-02,2025-03,637,662,12,0,0,1,4.0,2.0,1.2727272727272727,5.0,37,26.680000000000003,20.82,4,10,26,9,0.46153846153846156,3.0833333333333335,1,0,0
C00393,96193.07,376,95,29,5,4,3,5,5,2023-02-01,2025-12-01,0.5714285714285714,0.5,0.2777777777777778,0.14285714285714285,1012.5586315789475,255.8326329787234,2023-02,2025-12,637,671,29,1,1,1,12.0,3.0,0.21428571428571427,2.0,35,0,0.8285714285714286,0,0,2748.3734285714286,96193.07,9.942857142857143,0,29,96193.07,Top Value,Very Recent,2023-01,2025-12,636,671,25,1,1,1,7.0,4.0,0.4583333333333333,2.0,100,70.83,50.05,5,18,36,0,0.6944444444444444,4.0,1,0,0
C00394,10949.25,91,23,11,11,6,5,10,10,2023-01-01,2025-03-01,0.8571428571428571,0.8333333333333334,0.5555555555555556,0.2857142857142857,476.05434782608694,120.32142857142857,2023-01,2025-03,636,662,11,0,0,1,5.0,1.0,1.6,5.0,27,9,0.4074074074074074,1,0,405.52777777777777,10949.25,4.888888888888889,9,11,10949.25,Mid Value,Inactive,2023-01,2025-10,636,669,15,1,1,1,3.0,1.0,1.3571428571428572,5.0,43,32.89,20.93,6,11,34,2,0.4411764705882353,2.8666666666666667,1,0,1
C00395,19344.95,35,18,6,8,5,4,5,7,2023-07-01,2025-11-01,0.7142857142857143,0.6666666666666666,0.2777777777777778,0.2,1074.7194444444444,552.7128571428572,2023-07,2025-11,642,670,6,1,1,1,2.0,1.0,4.6,13.0,29,1,0.20689655172413793,0,0,667.0672413793104,19344.95,2.4827586206896552,1,6,19344.95,Mid Value,Very Recent,2023-10,2025-12,645,671,12,1,1,1,4.0,2.0,1.3636363636363635,5.0,46,33.589999999999996,26.240000000000002,5,10,27,0,0.4444444444444444,3.8333333333333335,1,0,0
C00396,11994.22,36,11,6,6,4,3,4,5,2023-03-01,2025-11-01,0.5714285714285714,0.5,0.2222222222222222,0.14285714285714285,1090.3836363636362,333.17277777777775,2023-03,2025-11,638,670,6,1,1,1,1.0,1.0,5.4,10.0,33,1,0.18181818181818182,0,0,363.4612121212121,11994.22,2.1818181818181817,1,6,11994.22,Mid Value,Very Recent,2023-01,2024-12,636,659,8,0,0,1,3.0,1.0,2.2857142857142856,6.0,17,14.850000000000001,6.83,4,7,24,12,0.3333333333333333,2.125,1,1,0
